"c","zc","fc","GlobalNodeId","PedigreeNodeId","Points:0","Points:1","Points:2"
-0.49479,0.0013491,-0.32404,15469,15469,-0.81235,0.22515,0
-0.55248,0.0015135,-0.36246,15470,15470,-0.79984,0.23766,0
-0.51663,0.0014091,-0.33839,15471,15471,-0.81235,0.23765,0
-0.50413,0.0013802,-0.33064,15472,15472,-0.79983,0.21266,0
-0.47141,0.0012849,-0.30868,15473,15473,-0.81234,0.21265,0
0,0,0,15474,15474,2,0.225,0
-0.06455,0.00016979,-0.041719,15475,15475,1.975,0.22499,0
0,0,0,15476,15476,2,0.2125,0
-0.032275,8.4893e-05,-0.02086,15477,15477,1.9875,0.225,0
-0.061492,0.0001617,-0.039739,15478,15478,1.975,0.2125,0
-0.030746,8.0852e-05,-0.019869,15479,15479,1.9875,0.2125,0
0,0,0,15480,15480,2,0.25,0
-0.070264,0.00018492,-0.045423,15481,15481,1.975,0.24999,0
0,0,0,15482,15482,2,0.2375,0
-0.035132,9.2458e-05,-0.022712,15483,15483,1.9875,0.25,0
-0.067407,0.00017735,-0.043571,15484,15484,1.975,0.23749,0
-0.033703,8.8675e-05,-0.021786,15485,15485,1.9875,0.2375,0
-0.12924,0.0003406,-0.083589,15486,15486,1.95,0.22499,0
-0.096894,0.00025519,-0.062654,15487,15487,1.9625,0.22499,0
-0.12312,0.00032439,-0.079621,15488,15488,1.95,0.21249,0
-0.092305,0.00024305,-0.05968,15489,15489,1.9625,0.21249,0
-0.14068,0.00037095,-0.091009,15490,15490,1.95,0.24998,0
-0.10547,0.00027793,-0.068216,15491,15491,1.9625,0.24999,0
-0.13496,0.00035578,-0.087299,15492,15492,1.95,0.23748,0
-0.10118,0.00026656,-0.065435,15493,15493,1.9625,0.23749,0
0,0,0,15494,15494,2,0.275,0
-0.07554,0.00019892,-0.048847,15495,15495,1.975,0.27499,0
0,0,0,15496,15496,2,0.2625,0
-0.03777,9.946e-05,-0.024424,15497,15497,1.9875,0.27499,0
-0.072902,0.00019192,-0.047135,15498,15498,1.975,0.26249,0
-0.036451,9.5959e-05,-0.023568,15499,15499,1.9875,0.26249,0
0,0,0,15500,15500,2,0.3,0
-0.080347,0.00021171,-0.05197,15501,15501,1.975,0.29998,0
0,0,0,15502,15502,2,0.2875,0
-0.040174,0.00010585,-0.025985,15503,15503,1.9875,0.29999,0
-0.077944,0.00020531,-0.050408,15504,15504,1.975,0.28748,0
-0.038972,0.00010266,-0.025204,15505,15505,1.9875,0.28749,0
-0.15124,0.00039904,-0.097868,15506,15506,1.95,0.27497,0
-0.11339,0.00029898,-0.073358,15507,15507,1.9625,0.27498,0
-0.14596,0.000385,-0.094439,15508,15508,1.95,0.26248,0
-0.10943,0.00028846,-0.070787,15509,15509,1.9625,0.26248,0
-0.16086,0.0004247,-0.10412,15510,15510,1.95,0.29996,0
-0.12061,0.0003182,-0.078047,15511,15511,1.9625,0.29997,0
-0.15605,0.00041187,-0.101,15512,15512,1.95,0.28747,0
-0.117,0.00030859,-0.075702,15513,15513,1.9625,0.28748,0
-0.19421,0.00051349,-0.12576,15514,15514,1.925,0.22498,0
-0.16172,0.00042704,-0.10467,15515,15515,1.9375,0.22498,0
-0.18501,0.00048905,-0.11979,15516,15516,1.925,0.21249,0
-0.15406,0.00040672,-0.099706,15517,15517,1.9375,0.21249,0
-0.21139,0.00055924,-0.13692,15518,15518,1.925,0.24997,0
-0.17604,0.0004651,-0.11397,15519,15519,1.9375,0.24998,0
-0.2028,0.00053636,-0.13134,15520,15520,1.925,0.23748,0
-0.16888,0.00044607,-0.10932,15521,15521,1.9375,0.23748,0
-0.2596,0.0006895,-0.16839,15522,15522,1.9,0.22498,0
-0.22691,0.00060149,-0.14707,15523,15523,1.9125,0.22498,0
-0.24731,0.00065669,-0.1604,15524,15524,1.9,0.21248,0
-0.21616,0.00057287,-0.14009,15525,15525,1.9125,0.21249,0
-0.28257,0.00075094,-0.18333,15526,15526,1.9,0.24996,0
-0.24698,0.00065509,-0.16013,15527,15527,1.9125,0.24997,0
-0.27109,0.00072022,-0.17586,15528,15528,1.9,0.23747,0
-0.23695,0.00062829,-0.1536,15529,15529,1.9125,0.23747,0
-0.22727,0.00060159,-0.14724,15530,15530,1.925,0.27496,0
-0.18925,0.00050032,-0.12255,15531,15531,1.9375,0.27497,0
-0.21933,0.00058042,-0.14208,15532,15532,1.925,0.26246,0
-0.18264,0.00048271,-0.11826,15533,15533,1.9375,0.26247,0
-0.24172,0.00064028,-0.15665,15534,15534,1.925,0.29995,0
-0.20129,0.00053249,-0.13039,15535,15535,1.9375,0.29996,0
-0.23449,0.00062093,-0.15195,15536,15536,1.925,0.28745,0
-0.19527,0.0005164,-0.12647,15537,15537,1.9375,0.28746,0
-0.30378,0.00080781,-0.19714,15538,15538,1.9,0.27495,0
-0.26552,0.0007047,-0.17219,15539,15539,1.9125,0.27495,0
-0.29318,0.00077937,-0.19024,15540,15540,1.9,0.26245,0
-0.25625,0.0006799,-0.16616,15541,15541,1.9125,0.26246,0
-0.3231,0.00085976,-0.20974,15542,15542,1.9,0.29993,0
-0.28241,0.00075002,-0.1832,15543,15543,1.9125,0.29994,0
-0.31344,0.00083378,-0.20344,15544,15544,1.9,0.28744,0
-0.27397,0.00072736,-0.1777,15545,15545,1.9125,0.28745,0
0,0,0,15546,15546,2,0.325,0
-0.084655,0.00022321,-0.054772,15547,15547,1.975,0.32498,0
0,0,0,15548,15548,2,0.3125,0
-0.042328,0.0001116,-0.027386,15549,15549,1.9875,0.32499,0
-0.082501,0.00021746,-0.053371,15550,15550,1.975,0.31248,0
-0.041251,0.00010873,-0.026685,15551,15551,1.9875,0.31249,0
0,0,0,15552,15552,2,0.35,0
-0.088438,0.00023334,-0.057236,15553,15553,1.975,0.34997,0
0,0,0,15554,15554,2,0.3375,0
-0.044219,0.00011667,-0.028618,15555,15555,1.9875,0.34999,0
-0.086546,0.00022827,-0.056004,15556,15556,1.975,0.33748,0
-0.043273,0.00011414,-0.028002,15557,15557,1.9875,0.33749,0
-0.16949,0.00044776,-0.10974,15558,15558,1.95,0.32496,0
-0.12707,0.00033548,-0.082255,15559,15559,1.9625,0.32497,0
-0.16518,0.00043623,-0.10693,15560,15560,1.95,0.31246,0
-0.12384,0.00032684,-0.080151,15561,15561,1.9625,0.31247,0
-0.17706,0.00046809,-0.11468,15562,15562,1.95,0.34995,0
-0.13275,0.00035071,-0.085956,15563,15563,1.9625,0.34996,0
-0.17327,0.00045793,-0.11221,15564,15564,1.95,0.33745,0
-0.12991,0.0003431,-0.084106,15565,15565,1.9625,0.33747,0
0,0,0,15566,15566,2,0.375,0
-0.091672,0.00024204,-0.059348,15567,15567,1.975,0.37497,0
0,0,0,15568,15568,2,0.3625,0
-0.045836,0.00012102,-0.029674,15569,15569,1.9875,0.37499,0
-0.090055,0.00023769,-0.058292,15570,15570,1.975,0.36247,0
-0.045028,0.00011884,-0.029146,15571,15571,1.9875,0.36249,0
0,0,0,15572,15572,2,0.4,0
-0.094339,0.00024926,-0.061094,15573,15573,1.975,0.39997,0
0,0,0,15574,15574,2,0.3875,0
-0.04717,0.00012463,-0.030547,15575,15575,1.9875,0.39998,0
-0.093006,0.00024565,-0.060221,15576,15576,1.975,0.38747,0
-0.046503,0.00012282,-0.03011,15577,15577,1.9875,0.38748,0
-0.18354,0.00048555,-0.11891,15578,15578,1.95,0.37494,0
-0.1376,0.00036379,-0.089127,15579,15579,1.9625,0.37496,0
-0.1803,0.00047682,-0.11679,15580,15580,1.95,0.36245,0
-0.13518,0.00035725,-0.087542,15581,15581,1.9625,0.36246,0
-0.18887,0.00050003,-0.1224,15582,15582,1.95,0.39993,0
-0.14161,0.00037464,-0.091749,15583,15583,1.9625,0.39995,0
-0.1862,0.00049279,-0.12066,15584,15584,1.95,0.38744,0
-0.13961,0.00036922,-0.090438,15585,15585,1.9625,0.38745,0
-0.25468,0.00067505,-0.1651,15586,15586,1.925,0.32494,0
-0.21208,0.00056141,-0.13742,15587,15587,1.9375,0.32495,0
-0.2482,0.00065766,-0.16088,15588,15588,1.925,0.31244,0
-0.20669,0.00054695,-0.1339,15589,15589,1.9375,0.31245,0
-0.26606,0.0007057,-0.17253,15590,15590,1.925,0.34992,0
-0.22156,0.00058689,-0.1436,15591,15591,1.9375,0.34994,0
-0.26037,0.00069037,-0.16881,15592,15592,1.925,0.33743,0
-0.21682,0.00057415,-0.14051,15593,15593,1.9375,0.33744,0
-0.34042,0.00090646,-0.22105,15594,15594,1.9,0.32491,0
-0.29755,0.00079075,-0.19308,15595,15595,1.9125,0.32493,0
-0.33176,0.00088311,-0.2154,15596,15596,1.9,0.31242,0
-0.28998,0.00077039,-0.18814,15597,15597,1.9125,0.31243,0
-0.35562,0.00094762,-0.231,15598,15598,1.9,0.3499,0
-0.31084,0.00082666,-0.20176,15599,15599,1.9125,0.34991,0
-0.34802,0.00092704,-0.22602,15600,15600,1.9,0.33741,0
-0.3042,0.00080871,-0.19742,15601,15601,1.9125,0.33742,0
-0.27579,0.00073203,-0.17889,15602,15602,1.925,0.37491,0
-0.22966,0.00060879,-0.1489,15603,15603,1.9375,0.37493,0
-0.27092,0.00071886,-0.17571,15604,15604,1.925,0.36242,0
-0.22561,0.00059784,-0.14625,15605,15605,1.9375,0.36243,0
-0.28381,0.00075387,-0.18416,15606,15606,1.925,0.3999,0
-0.23634,0.00062695,-0.15328,15607,15607,1.9375,0.39992,0
-0.2798,0.00074295,-0.18152,15608,15608,1.925,0.38741,0
-0.233,0.00061787,-0.15109,15609,15609,1.9375,0.38742,0
-0.36863,0.00098299,-0.23952,15610,15610,1.9,0.37488,0
-0.32221,0.00085751,-0.20921,15611,15611,1.9125,0.3749,0
-0.36212,0.00096531,-0.23526,15612,15612,1.9,0.36239,0
-0.31652,0.00084208,-0.20548,15613,15613,1.9125,0.36241,0
-0.37935,0.0010123,-0.24657,15614,15614,1.9,0.39987,0
-0.33158,0.0008831,-0.21536,15615,15615,1.9125,0.39989,0
-0.37399,0.00099766,-0.24304,15616,15616,1.9,0.38738,0
-0.32689,0.0008703,-0.21228,15617,15617,1.9125,0.38739,0
-0.32557,0.00086971,-0.21162,15618,15618,1.875,0.22497,0
-0.29258,0.00077961,-0.19,15619,15619,1.8875,0.22497,0
-0.31015,0.00082832,-0.20158,15620,15620,1.875,0.21248,0
-0.27873,0.00074251,-0.18099,15621,15621,1.8875,0.21248,0
-0.35436,0.00094721,-0.2304,15622,15622,1.875,0.24995,0
-0.31847,0.00084908,-0.20686,15623,15623,1.8875,0.24996,0
-0.33996,0.00090846,-0.22101,15624,15624,1.875,0.23746,0
-0.30553,0.00081434,-0.19843,15625,15625,1.8875,0.23746,0
-0.39224,0.0010552,-0.25562,15626,15626,1.85,0.22496,0
-0.3589,0.00096247,-0.23362,15627,15627,1.8625,0.22497,0
-0.37367,0.001005,-0.24349,15628,15628,1.85,0.21248,0
-0.34191,0.00091667,-0.22254,15629,15629,1.8625,0.21248,0
-0.42692,0.0011493,-0.2783,15630,15630,1.85,0.24994,0
-0.39064,0.0010482,-0.25435,15631,15631,1.8625,0.24995,0
-0.40958,0.0011022,-0.26696,15632,15632,1.85,0.23745,0
-0.37477,0.0010054,-0.24398,15633,15633,1.8625,0.23746,0
-0.38095,0.001019,-0.24776,15634,15634,1.875,0.27493,0
-0.34237,0.00091338,-0.22245,15635,15635,1.8875,0.27494,0
-0.36766,0.00098308,-0.23908,15636,15636,1.875,0.26244,0
-0.33042,0.00088123,-0.21466,15637,15637,1.8875,0.26245,0
-0.40518,0.0010845,-0.26359,15638,15638,1.875,0.29991,0
-0.36414,0.00097212,-0.23667,15639,15639,1.8875,0.29992,0
-0.39307,0.0010517,-0.25567,15640,15640,1.875,0.28742,0
-0.35325,0.00094275,-0.22956,15641,15641,1.8875,0.28743,0
-0.45895,0.0012363,-0.29926,15642,15642,1.85,0.27492,0
-0.41995,0.0011276,-0.27351,15643,15643,1.8625,0.27492,0
-0.44293,0.0011928,-0.28878,15644,15644,1.85,0.26243,0
-0.4053,0.0010879,-0.26393,15645,15645,1.8625,0.26244,0
-0.48812,0.0013158,-0.31838,15646,15646,1.85,0.29989,0
-0.44665,0.0012002,-0.29099,15647,15647,1.8625,0.2999,0
-0.47353,0.0012761,-0.30882,15648,15648,1.85,0.28741,0
-0.4333,0.0011639,-0.28225,15649,15649,1.8625,0.28741,0
-0.45976,0.0012472,-0.30053,15650,15650,1.825,0.22496,0
-0.426,0.0011512,-0.27808,15651,15651,1.8375,0.22496,0
-0.43801,0.0011878,-0.28628,15652,15652,1.825,0.21247,0
-0.40584,0.0010964,-0.26489,15653,15653,1.8375,0.21247,0
-0.5004,0.0013583,-0.32719,15654,15654,1.825,0.24993,0
-0.46366,0.0012538,-0.30275,15655,15655,1.8375,0.24994,0
-0.48008,0.0013027,-0.31386,15656,15656,1.825,0.23744,0
-0.44483,0.0012025,-0.29041,15657,15657,1.8375,0.23745,0
-0.52828,0.0014467,-0.34653,15658,15658,1.8,0.22495,0
-0.49402,0.0013469,-0.32353,15659,15659,1.8125,0.22495,0
-0.50329,0.0013778,-0.33009,15660,15660,1.8,0.21247,0
-0.47065,0.0012828,-0.30819,15661,15661,1.8125,0.21247,0
-0.57496,0.0015756,-0.37726,15662,15662,1.8,0.24992,0
-0.53768,0.001467,-0.35223,15663,15663,1.8125,0.24993,0
-0.55162,0.0015112,-0.3619,15664,15664,1.8,0.23744,0
-0.51585,0.001407,-0.33788,15665,15665,1.8125,0.23744,0
-0.53793,0.0014612,-0.35184,15666,15666,1.825,0.2749,0
-0.49844,0.0013488,-0.32555,15667,15667,1.8375,0.27491,0
-0.51916,0.0014098,-0.33952,15668,15668,1.825,0.26242,0
-0.48105,0.0013013,-0.31415,15669,15669,1.8375,0.26242,0
-0.57211,0.0015552,-0.37432,15670,15670,1.825,0.29988,0
-0.53012,0.0014355,-0.34635,15671,15671,1.8375,0.29989,0
-0.55502,0.0015082,-0.36308,15672,15672,1.825,0.28739,0
-0.51428,0.0013922,-0.33595,15673,15673,1.8375,0.2874,0
-0.61806,0.001695,-0.40568,15674,15674,1.8,0.27489,0
-0.578,0.0015781,-0.37876,15675,15675,1.8125,0.2749,0
-0.59651,0.0016353,-0.39147,15676,15676,1.8,0.26241,0
-0.55784,0.0015226,-0.36549,15677,15677,1.8125,0.26241,0
-0.65732,0.0018041,-0.43159,15678,15678,1.8,0.29986,0
-0.61472,0.0016797,-0.40296,15679,15679,1.8125,0.29987,0
-0.63769,0.0017496,-0.41863,15680,15680,1.8,0.28738,0
-0.59636,0.0016289,-0.39086,15681,15681,1.8125,0.28738,0
-0.42689,0.0011434,-0.2778,15682,15682,1.875,0.32489,0
-0.38365,0.0010249,-0.24943,15683,15683,1.8875,0.3249,0
-0.41603,0.0011139,-0.2707,15684,15684,1.875,0.3124,0
-0.3739,0.00099853,-0.24305,15685,15685,1.8875,0.31241,0
-0.44595,0.0011953,-0.2903,15686,15686,1.875,0.34987,0
-0.40079,0.0010715,-0.26065,15687,15687,1.8875,0.34989,0
-0.43642,0.0011694,-0.28405,15688,15688,1.875,0.33738,0
-0.39222,0.0010482,-0.25504,15689,15689,1.8875,0.3374,0
-0.51427,0.0013874,-0.33555,15690,15690,1.85,0.32487,0
-0.47058,0.0012654,-0.30667,15691,15691,1.8625,0.32488,0
-0.50119,0.0013516,-0.32697,15692,15692,1.85,0.31238,0
-0.45861,0.0012328,-0.29883,15693,15693,1.8625,0.31239,0
-0.53722,0.0014504,-0.35064,15694,15694,1.85,0.34985,0
-0.49158,0.0013229,-0.32047,15695,15695,1.8625,0.34986,0
-0.52574,0.0014189,-0.3431,15696,15696,1.85,0.33736,0
-0.48108,0.0012941,-0.31357,15697,15697,1.8625,0.33737,0
-0.46225,0.00124,-0.30101,15698,15698,1.875,0.37486,0
-0.41544,0.0011115,-0.27027,15699,15699,1.8875,0.37487,0
-0.4541,0.0012177,-0.29566,15700,15700,1.875,0.36236,0
-0.40811,0.0010915,-0.26546,15701,15701,1.8875,0.36238,0
-0.47569,0.001277,-0.30987,15702,15702,1.875,0.39984,0
-0.42752,0.0011447,-0.27822,15703,15703,1.8875,0.39985,0
-0.46897,0.0012585,-0.30544,15704,15704,1.875,0.38735,0
-0.42148,0.0011281,-0.27424,15705,15705,1.8875,0.38736,0
-0.55685,0.0015046,-0.36358,15706,15706,1.85,0.37483,0
-0.50955,0.0013723,-0.3323,15707,15707,1.8625,0.37484,0
-0.54704,0.0014775,-0.35711,15708,15708,1.85,0.36234,0
-0.50057,0.0013476,-0.32638,15709,15709,1.8625,0.36235,0
-0.57303,0.0015495,-0.37428,15710,15710,1.85,0.3998,0
-0.52436,0.0014133,-0.34207,15711,15711,1.8625,0.39982,0
-0.56494,0.0015271,-0.36893,15712,15712,1.85,0.38731,0
-0.51695,0.0013928,-0.33718,15713,15713,1.8625,0.38733,0
-0.60274,0.0016398,-0.3945,15714,15714,1.825,0.32485,0
-0.5585,0.0015136,-0.36502,15715,15715,1.8375,0.32486,0
-0.58743,0.0015975,-0.38441,15716,15716,1.825,0.31236,0
-0.54431,0.0014746,-0.35569,15717,15717,1.8375,0.31237,0
-0.62964,0.0017143,-0.41224,15718,15718,1.825,0.34982,0
-0.58343,0.0015824,-0.38144,15719,15719,1.8375,0.34984,0
-0.61619,0.0016771,-0.40337,15720,15720,1.825,0.33734,0
-0.57097,0.001548,-0.37323,15721,15721,1.8375,0.33735,0
-0.6925,0.0019022,-0.45485,15722,15722,1.8,0.32483,0
-0.64762,0.001771,-0.42467,15723,15723,1.8125,0.32484,0
-0.67491,0.0018532,-0.44322,15724,15724,1.8,0.31234,0
-0.63117,0.0017253,-0.41382,15725,15725,1.8125,0.31235,0
-0.72338,0.0019888,-0.47531,15726,15726,1.8,0.3498,0
-0.67651,0.0018516,-0.44378,15727,15727,1.8125,0.34981,0
-0.70794,0.0019455,-0.46508,15728,15728,1.8,0.33731,0
-0.66206,0.0018113,-0.43423,15729,15729,1.8125,0.33733,0
-0.65263,0.0017784,-0.42745,15730,15730,1.825,0.3748,0
-0.60474,0.0016415,-0.39552,15731,15731,1.8375,0.37481,0
-0.64113,0.0017464,-0.41985,15732,15732,1.825,0.36231,0
-0.59408,0.0016119,-0.38848,15733,15733,1.8375,0.36232,0
-0.67158,0.0018316,-0.44003,15734,15734,1.825,0.39977,0
-0.62231,0.0016906,-0.40715,15735,15735,1.8375,0.39979,0
-0.66211,0.001805,-0.43374,15736,15736,1.825,0.38728,0
-0.61352,0.001666,-0.40134,15737,15737,1.8375,0.3873,0
-0.74978,0.0020632,-0.49285,15738,15738,1.8,0.37477,0
-0.7012,0.0019208,-0.46015,15739,15739,1.8125,0.37478,0
-0.73658,0.002026,-0.48408,15740,15740,1.8,0.36228,0
-0.68886,0.0018862,-0.45196,15741,15741,1.8125,0.3623,0
-0.77154,0.0021249,-0.50735,15742,15742,1.8,0.39974,0
-0.72156,0.0019783,-0.47369,15743,15743,1.8125,0.39975,0
-0.76066,0.002094,-0.5001,15744,15744,1.8,0.38725,0
-0.71138,0.0019495,-0.46692,15745,15745,1.8125,0.38727,0
0,0,0,15746,15746,2,0.425,0
-0.096418,0.00025493,-0.06246,15747,15747,1.975,0.42497,0
0,0,0,15748,15748,2,0.4125,0
-0.048209,0.00012747,-0.03123,15749,15749,1.9875,0.42498,0
-0.095379,0.00025209,-0.061777,15750,15750,1.975,0.41247,0
-0.047689,0.00012605,-0.030888,15751,15751,1.9875,0.41248,0
0,0,0,15752,15752,2,0.45,0
-0.097902,0.00025904,-0.063441,15753,15753,1.975,0.44997,0
0,0,0,15754,15754,2,0.4375,0
-0.048951,0.00012952,-0.031721,15755,15755,1.9875,0.44998,0
-0.09716,0.00025699,-0.062951,15756,15756,1.975,0.43747,0
-0.04858,0.00012849,-0.031475,15757,15757,1.9875,0.43748,0
-0.19304,0.00051142,-0.12514,15758,15758,1.95,0.42494,0
-0.14473,0.00038318,-0.093802,15759,15759,1.9625,0.42495,0
-0.19096,0.00050573,-0.12377,15760,15760,1.95,0.41243,0
-0.14317,0.00037891,-0.092776,15761,15761,1.9625,0.41245,0
-0.19601,0.00051967,-0.12711,15762,15762,1.95,0.44994,0
-0.14696,0.00038935,-0.095276,15763,15763,1.9625,0.44995,0
-0.19452,0.00051555,-0.12613,15764,15764,1.95,0.43744,0
-0.14584,0.00038627,-0.094539,15765,15765,1.9625,0.43745,0
0,0,0,15766,15766,2,0.475,0
-0.09878,0.00026155,-0.064031,15767,15767,1.975,0.47497,0
0,0,0,15768,15768,2,0.4625,0
-0.04939,0.00013078,-0.032016,15769,15769,1.9875,0.47498,0
-0.098341,0.00026029,-0.063736,15770,15770,1.975,0.46247,0
-0.04917,0.00013015,-0.031868,15771,15771,1.9875,0.46248,0
0,0,0,15772,15772,2,0.5,0
-0.099049,0.00026245,-0.064227,15773,15773,1.975,0.49997,0
0,0,0,15774,15774,2,0.4875,0
-0.049525,0.00013122,-0.032113,15775,15775,1.9875,0.49998,0
-0.098915,0.000262,-0.064129,15776,15776,1.975,0.48747,0
-0.049457,0.000131,-0.032065,15777,15777,1.9875,0.48748,0
-0.19777,0.00052471,-0.12829,15778,15778,1.95,0.47494,0
-0.14827,0.00039313,-0.096163,15779,15779,1.9625,0.47495,0
-0.19689,0.00052219,-0.1277,15780,15780,1.95,0.46244,0
-0.14761,0.00039124,-0.095719,15781,15781,1.9625,0.46245,0
-0.19831,0.00052652,-0.12869,15782,15782,1.95,0.49994,0
-0.14868,0.00039449,-0.096456,15783,15783,1.9625,0.49995,0
-0.19804,0.00052562,-0.12849,15784,15784,1.95,0.48744,0
-0.14848,0.00039381,-0.09631,15785,15785,1.9625,0.48745,0
-0.29007,0.00077105,-0.18828,15786,15786,1.925,0.4249,0
-0.24155,0.00064124,-0.15671,15787,15787,1.9375,0.42492,0
-0.28694,0.00076246,-0.18622,15788,15788,1.925,0.4124,0
-0.23895,0.00063409,-0.155,15789,15789,1.9375,0.41242,0
-0.29453,0.0007835,-0.19124,15790,15790,1.925,0.4499,0
-0.24527,0.00065158,-0.15917,15791,15791,1.9375,0.44992,0
-0.2923,0.00077728,-0.18976,15792,15792,1.925,0.4374,0
-0.24341,0.00064641,-0.15794,15793,15793,1.9375,0.43742,0
-0.38771,0.0010354,-0.25209,15794,15794,1.9,0.42487,0
-0.33889,0.00090324,-0.22018,15795,15795,1.9125,0.42489,0
-0.38353,0.0010239,-0.24933,15796,15796,1.9,0.41237,0
-0.33523,0.00089317,-0.21777,15797,15797,1.9125,0.41239,0
-0.39367,0.0010522,-0.25606,15798,15798,1.9,0.44987,0
-0.3441,0.00091783,-0.22365,15799,15799,1.9125,0.44989,0
-0.39069,0.0010438,-0.25407,15800,15800,1.9,0.43737,0
-0.3415,0.00091054,-0.22192,15801,15801,1.9125,0.43739,0
-0.29717,0.00079112,-0.19302,15802,15802,1.925,0.47491,0
-0.24747,0.00065791,-0.16066,15803,15803,1.9375,0.47492,0
-0.29585,0.00078731,-0.19213,15804,15804,1.925,0.4624,0
-0.24637,0.00065475,-0.15992,15805,15805,1.9375,0.46242,0
-0.29799,0.00079385,-0.19361,15806,15806,1.925,0.49991,0
-0.24815,0.00066019,-0.16115,15807,15807,1.9375,0.49992,0
-0.29758,0.00079248,-0.19332,15808,15808,1.925,0.48741,0
-0.24781,0.00065905,-0.1609,15809,15809,1.9375,0.48742,0
-0.39721,0.0010624,-0.25844,15810,15810,1.9,0.47487,0
-0.34719,0.00092676,-0.22573,15811,15811,1.9125,0.47489,0
-0.39544,0.0010573,-0.25725,15812,15812,1.9,0.46237,0
-0.34565,0.00092229,-0.22469,15813,15813,1.9125,0.46239,0
-0.39829,0.0010661,-0.25923,15814,15814,1.9,0.49988,0
-0.34814,0.00092998,-0.22642,15815,15815,1.9125,0.49989,0
-0.39775,0.0010643,-0.25884,15816,15816,1.9,0.48737,0
-0.34767,0.00092837,-0.22608,15817,15817,1.9125,0.48739,0
0,0,0,15818,15818,2,0.525,0
-0.098708,0.00026173,-0.064026,15819,15819,1.975,0.52497,0
0,0,0,15820,15820,2,0.5125,0
-0.049354,0.00013086,-0.032013,15821,15821,1.9875,0.52498,0
-0.098879,0.00026209,-0.064126,15822,15822,1.975,0.51247,0
-0.049439,0.00013104,-0.032063,15823,15823,1.9875,0.51248,0
0,0,0,15824,15824,2,0.55,0
-0.09776,0.00025939,-0.06343,15825,15825,1.975,0.54997,0
0,0,0,15826,15826,2,0.5375,0
-0.04888,0.0001297,-0.031715,15827,15827,1.9875,0.54998,0
-0.098234,0.00026056,-0.063728,15828,15828,1.975,0.53747,0
-0.049117,0.00013028,-0.031864,15829,15829,1.9875,0.53748,0
-0.19763,0.00052508,-0.12828,15830,15830,1.95,0.52494,0
-0.14817,0.00039341,-0.096155,15831,15831,1.9625,0.52495,0
-0.19797,0.0005258,-0.12849,15832,15832,1.95,0.51244,0
-0.14842,0.00039395,-0.096306,15833,15833,1.9625,0.51245,0
-0.19573,0.0005204,-0.12709,15834,15834,1.95,0.54994,0
-0.14674,0.00038989,-0.095261,15835,15835,1.9625,0.54995,0
-0.19668,0.00052274,-0.12769,15836,15836,1.95,0.53744,0
-0.14746,0.00039165,-0.095708,15837,15837,1.9625,0.53745,0
0,0,0,15838,15838,2,0.575,0
-0.09621,0.00025545,-0.062444,15839,15839,1.975,0.57497,0
0,0,0,15840,15840,2,0.5625,0
-0.048105,0.00012772,-0.031222,15841,15841,1.9875,0.57499,0
-0.096985,0.00025742,-0.062937,15842,15842,1.975,0.56247,0
-0.048492,0.00012871,-0.031469,15843,15843,1.9875,0.56248,0
0,0,0,15844,15844,2,0.6,0
-0.094069,0.00024993,-0.061073,15845,15845,1.975,0.59997,0
0,0,0,15846,15846,2,0.5875,0
-0.047035,0.00012496,-0.030536,15847,15847,1.9875,0.59999,0
-0.09514,0.00025269,-0.061758,15848,15848,1.975,0.58747,0
-0.04757,0.00012634,-0.030879,15849,15849,1.9875,0.58749,0
-0.19263,0.00051249,-0.12512,15850,15850,1.95,0.57494,0
-0.14442,0.00038397,-0.09378,15851,15851,1.9625,0.57496,0
-0.19418,0.00051645,-0.1261,15852,15852,1.95,0.56244,0
-0.14558,0.00038693,-0.094521,15853,15853,1.9625,0.56245,0
-0.18834,0.00050142,-0.12237,15854,15854,1.95,0.59994,0
-0.1412,0.00037567,-0.091721,15855,15855,1.9625,0.59996,0
-0.19048,0.00050696,-0.12374,15856,15856,1.95,0.58744,0
-0.14281,0.00037982,-0.092751,15857,15857,1.9625,0.58746,0
-0.29696,0.00079169,-0.19301,15858,15858,1.925,0.52491,0
-0.24729,0.00065839,-0.16065,15859,15859,1.9375,0.52492,0
-0.29747,0.00079277,-0.19331,15860,15860,1.925,0.51241,0
-0.24772,0.00065929,-0.1609,15861,15861,1.9375,0.51242,0
-0.29411,0.00078464,-0.19122,15862,15862,1.925,0.54991,0
-0.24492,0.00065252,-0.15915,15863,15863,1.9375,0.54992,0
-0.29554,0.00078816,-0.19211,15864,15864,1.925,0.53741,0
-0.24611,0.00065545,-0.1599,15865,15865,1.9375,0.53742,0
-0.39692,0.0010632,-0.25843,15866,15866,1.9,0.52488,0
-0.34694,0.00092745,-0.22572,15867,15867,1.9125,0.52489,0
-0.39761,0.0010647,-0.25883,15868,15868,1.9,0.51238,0
-0.34754,0.00092871,-0.22607,15869,15869,1.9125,0.51239,0
-0.39311,0.0010537,-0.25603,15870,15870,1.9,0.54988,0
-0.34361,0.00091919,-0.22362,15871,15871,1.9125,0.54989,0
-0.39502,0.0010585,-0.25723,15872,15872,1.9,0.53738,0
-0.34528,0.00092332,-0.22467,15873,15873,1.9125,0.53739,0
-0.28945,0.00077273,-0.18824,15874,15874,1.925,0.57491,0
