"c","zc","fc","GlobalNodeId","PedigreeNodeId","Points:0","Points:1","Points:2"
-0.81643,-0.065554,1.6354,1,1,0.20008,-0.20011,0
-1.0096,-0.056954,1.3736,2,2,0.20007,-0.17509,0
-0.91849,-0.050645,1.2113,3,3,0.17506,-0.17508,0
-0.74167,-0.058114,1.4477,4,4,0.17507,-0.20009,0
-0.91299,-0.061254,1.5045,5,5,0.20007,-0.1876,0
-0.96402,-0.0538,1.2925,6,6,0.18757,-0.17509,0
-0.83008,-0.05438,1.3295,7,7,0.17507,-0.18759,0
-0.77905,-0.061834,1.5415,8,8,0.18757,-0.2001,0
-0.87153,-0.057817,1.417,9,9,0.18757,-0.18759,0
-1.2215,-0.049063,1.0853,10,10,0.20006,-0.15008,0
-1.1137,-0.043687,0.94994,11,11,0.17505,-0.15007,0
-1.1155,-0.053008,1.2294,12,12,0.20006,-0.16259,0
-1.1676,-0.046375,1.0176,13,13,0.18756,-0.15008,0
-1.0161,-0.047166,1.0806,14,14,0.17506,-0.16258,0
-1.0658,-0.050087,1.155,15,15,0.18756,-0.16258,0
-0.81663,-0.043829,1.0424,16,16,0.15005,-0.17507,0
-0.65827,-0.050076,1.2506,17,17,0.15006,-0.20008,0
-0.86756,-0.047237,1.1269,18,18,0.16256,-0.17508,0
-0.73745,-0.046953,1.1465,19,19,0.15006,-0.18758,0
-0.69997,-0.054095,1.3492,20,20,0.16256,-0.20009,0
-0.78377,-0.050666,1.238,21,21,0.16256,-0.18758,0
-0.99269,-0.037892,0.81081,22,22,0.15004,-0.15006,0
-1.0532,-0.040789,0.88038,23,23,0.16255,-0.15007,0
-0.90466,-0.040861,0.92662,24,24,0.15005,-0.16257,0
-0.96038,-0.044013,1.0036,25,25,0.16255,-0.16257,0
-1.4526,-0.04172,0.77251,26,26,0.20005,-0.12507,0
-1.3281,-0.037151,0.66495,27,27,0.17504,-0.12506,0
-1.3371,-0.045391,0.92891,28,28,0.20005,-0.13757,0
-1.3904,-0.039436,0.71873,29,29,0.18755,-0.12506,0
-1.2209,-0.040419,0.80745,30,30,0.17505,-0.13756,0
-1.279,-0.042905,0.86818,31,31,0.18755,-0.13757,0
-1.703,-0.034805,0.43674,32,32,0.20004,-0.10005,0
-1.5625,-0.030958,0.3574,33,33,0.17503,-0.10005,0
-1.5778,-0.038263,0.60462,34,34,0.20004,-0.11256,0
-1.6328,-0.032881,0.39707,35,35,0.18754,-0.10005,0
-1.4453,-0.034054,0.51118,36,36,0.17504,-0.11255,0
-1.5116,-0.036159,0.5579,37,37,0.18754,-0.11256,0
-1.1878,-0.032244,0.55674,38,38,0.15004,-0.12505,0
-1.258,-0.034698,0.61085,39,39,0.16254,-0.12505,0
-1.0902,-0.035068,0.68378,40,40,0.15004,-0.13756,0
-1.1556,-0.037744,0.74561,41,41,0.16254,-0.13756,0
-1.4035,-0.026844,0.28055,42,42,0.15003,-0.10004,0
-1.483,-0.028901,0.31898,43,43,0.16253,-0.10004,0
-1.2956,-0.029544,0.41864,44,44,0.15003,-0.11255,0
-1.3705,-0.031799,0.46491,45,45,0.16254,-0.11255,0
-0.70368,-0.036691,0.86936,46,46,0.12504,-0.17506,0
-0.56614,-0.041727,1.0471,47,47,0.12505,-0.20007,0
-0.76015,-0.04026,0.95589,48,48,0.13755,-0.17506,0
-0.63491,-0.039209,0.95823,49,49,0.12505,-0.18756,0
-0.6122,-0.045901,1.1489,50,50,0.13755,-0.20007,0
-0.68618,-0.043081,1.0524,51,51,0.13755,-0.18757,0
-0.85779,-0.031805,0.67037,52,52,0.12504,-0.15005,0
-0.92524,-0.034849,0.74059,53,53,0.13754,-0.15006,0
-0.78073,-0.034248,0.76986,54,54,0.12504,-0.16255,0
-0.8427,-0.037554,0.84824,55,55,0.13754,-0.16256,0
-0.57974,-0.029386,0.69444,56,56,0.10003,-0.17505,0
-0.4655,-0.033277,0.83963,57,57,0.10004,-0.20005,0
-0.64171,-0.033039,0.7819,58,58,0.11254,-0.17505,0
-0.52262,-0.031332,0.76703,59,59,0.10004,-0.18755,0
-0.51582,-0.037502,0.94337,60,60,0.11254,-0.20006,0
-0.57876,-0.03527,0.86263,61,61,0.11254,-0.18756,0
-0.7088,-0.025539,0.53079,62,62,0.10003,-0.15004,0
-0.7833,-0.028672,0.60058,63,63,0.11253,-0.15005,0
-0.64427,-0.027463,0.61261,64,64,0.10003,-0.16254,0
-0.7125,-0.030855,0.69124,65,65,0.11254,-0.16255,0
-1.0304,-0.02709,0.45043,66,66,0.12503,-0.12504,0
-1.1091,-0.029667,0.50358,67,67,0.13753,-0.12505,0
-0.94409,-0.029447,0.5604,68,68,0.12503,-0.13755,0
-1.0172,-0.032258,0.62209,69,69,0.13754,-0.13755,0
-1.2239,-0.022532,0.20909,70,70,0.12502,-0.10003,0
-1.3137,-0.024688,0.24482,71,71,0.13753,-0.10004,0
-1.1271,-0.024811,0.32976,72,72,0.12503,-0.11254,0
-1.2114,-0.027178,0.3742,73,73,0.13753,-0.11254,0
-0.85505,-0.021773,0.3484,74,74,0.10002,-0.12503,0
-0.94272,-0.024431,0.39941,75,75,0.11253,-0.12504,0
-0.78193,-0.023656,0.43959,76,76,0.10003,-0.13754,0
-0.86301,-0.026551,0.49999,77,77,0.11253,-0.13754,0
-1.0218,-0.018091,0.14597,78,78,0.10002,-0.10003,0
-1.1229,-0.020312,0.17753,79,79,0.11252,-0.10003,0
-0.93845,-0.019932,0.24719,80,80,0.10002,-0.11253,0
-1.0328,-0.022371,0.28847,81,81,0.11253,-0.11253,0
-1.9728,-0.028222,0.07945,82,82,0.20003,-0.07504,0
-1.8176,-0.025035,0.028094,83,83,0.17503,-0.075035,0
-1.8379,-0.031514,0.25809,84,84,0.20003,-0.087547,0
-1.8952,-0.026629,0.053772,85,85,0.18753,-0.075038,0
-1.69,-0.027996,0.19275,86,86,0.17503,-0.087541,0
-1.764,-0.029755,0.22542,87,87,0.18753,-0.087544,0
-2.2614,-0.021897,-0.29792,88,88,0.20002,-0.050027,0
-2.0935,-0.019321,-0.32218,89,89,0.17502,-0.050024,0
-2.1171,-0.02506,-0.10923,90,90,0.20002,-0.062534,0
-2.1774,-0.020609,-0.31005,91,91,0.18752,-0.050025,0
-1.9555,-0.022178,-0.14704,92,92,0.17502,-0.062529,0
-2.0363,-0.023619,-0.12814,93,93,0.18752,-0.062532,0
-1.6414,-0.021643,-0.017794,94,94,0.15002,-0.07503,0
-1.7295,-0.023339,0.0051502,95,95,0.16252,-0.075033,0
-1.5224,-0.024243,0.13138,96,96,0.15003,-0.087535,0
-1.6062,-0.02612,0.16206,97,97,0.16253,-0.087538,0
-1.9028,-0.016593,-0.3384,98,98,0.15001,-0.05002,0
-1.9982,-0.017957,-0.33029,99,99,0.16252,-0.050022,0
-1.7721,-0.019118,-0.1781,100,100,0.15002,-0.062525,0
-1.8638,-0.020648,-0.16257,101,101,0.16252,-0.062527,0
-2.5679,-0.015769,-0.69371,102,102,0.20001,-0.025013,0
-2.3899,-0.013764,-0.69233,103,103,0.17501,-0.025012,0
-2.4146,-0.018833,-0.49582,104,104,0.20001,-0.03752,0
-2.4789,-0.014766,-0.69302,105,105,0.18751,-0.025013,0
-2.2417,-0.016542,-0.50725,106,106,0.17501,-0.037518,0
-2.3282,-0.017688,-0.50153,107,107,0.18751,-0.037519,0
-2.8905,-0.0097902,-1.1059,108,108,0.2,0,0
-2.7053,-0.0083201,-1.0807,109,109,0.175,0,0
-2.7292,-0.01278,-0.89981,110,110,0.2,-0.012507,0
-2.7979,-0.0090552,-1.0933,111,111,0.1875,0,0
-2.5476,-0.011042,-0.88652,112,112,0.175,-0.012506,0
-2.6384,-0.011911,-0.89316,113,113,0.1875,-0.012506,0
-2.1883,-0.011648,-0.68101,114,114,0.15001,-0.02501,0
-2.2891,-0.012706,-0.68667,115,115,0.16251,-0.025011,0
-2.0456,-0.01412,-0.50971,116,116,0.15001,-0.037515,0
-2.1436,-0.015331,-0.50848,117,117,0.16251,-0.037516,0
-2.4968,-0.0067727,-1.0446,118,118,0.15,0,0
-2.6011,-0.0075464,-1.0626,119,119,0.1625,0,0
-2.3425,-0.0092105,-0.86279,120,120,0.15,-0.012505,0
-2.4451,-0.010126,-0.87465,121,121,0.1625,-0.012505,0
-1.4413,-0.018102,-0.054789,122,122,0.12502,-0.075025,0
-1.5414,-0.019873,-0.036291,123,123,0.13752,-0.075028,0
-1.3326,-0.020317,0.077148,124,124,0.12502,-0.087529,0
-1.4275,-0.02228,0.10426,125,125,0.13752,-0.087532,0
-1.6856,-0.013761,-0.34265,126,126,0.12501,-0.050017,0
-1.7942,-0.015177,-0.34053,127,127,0.13751,-0.050019,0
-1.5635,-0.015932,-0.19872,128,128,0.12502,-0.062521,0
-1.6678,-0.017525,-0.18841,129,129,0.13752,-0.062523,0
-1.2138,-0.014473,-0.078989,130,130,0.10001,-0.07502,0
-1.3276,-0.016288,-0.066889,131,131,0.11252,-0.075023,0
-1.1178,-0.016282,0.033492,132,132,0.10002,-0.087524,0
-1.2252,-0.0183,0.05532,133,133,0.11252,-0.087527,0
-1.4366,-0.010883,-0.32997,134,134,0.10001,-0.050013,0
-1.5611,-0.012322,-0.33631,135,135,0.11251,-0.050015,0
-1.3252,-0.012678,-0.20448,136,136,0.10001,-0.062517,0
-1.4443,-0.014305,-0.2016,137,137,0.11251,-0.062519,0
-1.9588,-0.0094682,-0.65561,138,138,0.12501,-0.025008,0
-2.0735,-0.010558,-0.66831,139,139,0.13751,-0.025009,0
-1.8222,-0.011615,-0.49913,140,140,0.12501,-0.037513,0
-1.9339,-0.012868,-0.50442,141,141,0.13751,-0.037514,0
-2.2608,-0.0051888,-0.99351,142,142,0.125,0,0
-2.3788,-0.0059807,-1.019,143,143,0.1375,0,0
-2.1098,-0.0073285,-0.82456,144,144,0.125,-0.012504,0
-2.2262,-0.0082695,-0.84367,145,145,0.1375,-0.012505,0
-1.6952,-0.007279,-0.61044,146,146,0.1,-0.025007,0
-1.827,-0.0083736,-0.63302,147,147,0.11251,-0.025008,0
-1.5659,-0.0090811,-0.4702,148,148,0.10001,-0.03751,0
-1.694,-0.010348,-0.48467,149,149,0.11251,-0.037511,0
-1.9917,-0.0036212,-0.92206,150,150,0.1,0,0
-2.1263,-0.004405,-0.95778,151,151,0.1125,0,0
-1.8435,-0.0054501,-0.76625,152,152,0.1,-0.012503,0
-1.9766,-0.0063893,-0.7954,153,153,0.1125,-0.012504,0
-0.44552,-0.022023,0.51939,154,154,0.075026,-0.17504,0
-0.35706,-0.024852,0.63019,155,155,0.07503,-0.20004,0
-0.51263,-0.025705,0.60691,156,156,0.08753,-0.17504,0
-0.40129,-0.023438,0.57479,157,157,0.075028,-0.18754,0
-0.41128,-0.029065,0.73491,158,158,0.087535,-0.20005,0
-0.46195,-0.027385,0.67091,159,159,0.087533,-0.18754,0
-0.54626,-0.019181,0.3937,160,160,0.075022,-0.15003,0
-0.62753,-0.02236,0.46224,161,161,0.087526,-0.15004,0
-0.49589,-0.020602,0.45654,162,162,0.075024,-0.16253,0
-0.57008,-0.024032,0.53458,163,163,0.087528,-0.16254,0
-0.3025,-0.014661,0.34522,164,164,0.050017,-0.17502,0
-0.24207,-0.016502,0.42008,165,165,0.05002,-0.20003,0
-0.37401,-0.018342,0.43231,166,166,0.062522,-0.17503,0
-0.27228,-0.015582,0.38265,167,167,0.050019,-0.18753,0
-0.29956,-0.020677,0.52513,168,168,0.062525,-0.20003,0
-0.33679,-0.01951,0.47872,169,169,0.062523,-0.18753,0
-0.3718,-0.01279,0.25987,170,170,0.050015,-0.15002,0
-0.45903,-0.015985,0.32679,171,171,0.062519,-0.15003,0
-0.33715,-0.013725,0.30255,172,172,0.050016,-0.16252,0
-0.41652,-0.017164,0.37955,173,173,0.06252,-0.16253,0
-0.6618,-0.016365,0.25244,174,174,0.075019,-0.12503,0
-0.75843,-0.019069,0.30042,175,175,0.087522,-0.12503,0
-0.60403,-0.017773,0.32307,176,176,0.07502,-0.13753,0
-0.69298,-0.020714,0.38133,177,177,0.087524,-0.13753,0
-0.79603,-0.013581,0.093689,178,178,0.075015,-0.10002,0
-0.90894,-0.015836,0.11983,179,179,0.087517,-0.10002,0
-0.72891,-0.014973,0.17307,180,180,0.075017,-0.11252,0
-0.83368,-0.017452,0.21013,181,181,0.08752,-0.11253,0
-0.45213,-0.010917,0.16322,182,182,0.050012,-0.12502,0
-0.55696,-0.013641,0.20783,183,183,0.062515,-0.12502,0
-0.41197,-0.011853,0.21155,184,184,0.050014,-0.13752,0
-0.508,-0.014813,0.26731,185,185,0.062517,-0.13752,0
-0.54707,-0.0090494,0.053322,186,186,0.05001,-0.10001,0
-0.67155,-0.011315,0.073505,187,187,0.062512,-0.10002,0
-0.4996,-0.0099832,0.10827,188,188,0.050011,-0.11252,0
-0.61426,-0.012478,0.14067,189,189,0.062514,-0.11252,0
-0.15299,-0.0073215,0.17222,190,190,0.025009,-0.17501,0
-0.1223,-0.0082286,0.20996,191,191,0.02501,-0.20001,0
-0.22774,-0.010991,0.25872,192,192,0.037513,-0.17502,0
-0.13764,-0.0077751,0.19109,193,193,0.025009,-0.18751,0
-0.18218,-0.012366,0.31502,194,194,0.037515,-0.20002,0
-0.20496,-0.011678,0.28687,195,195,0.037514,-0.18752,0
-0.18834,-0.0063932,0.12904,196,196,0.025007,-0.15001,0
-0.28007,-0.0095914,0.19445,197,197,0.037511,-0.15002,0
-0.17067,-0.0068573,0.15063,198,198,0.025008,-0.16251,0
-0.25391,-0.010291,0.22659,199,199,0.037512,-0.16252,0
0,0,0,200,200,0,-0.175,0
0,0,0,201,201,0,-0.2,0
-0.076494,-0.0036608,0.086111,202,202,0.012504,-0.17501,0
0,0,0,203,203,0,-0.1875,0
-0.061149,-0.0041143,0.10498,204,204,0.012505,-0.20001,0
-0.068822,-0.0038875,0.095545,205,205,0.012505,-0.18751,0
0,0,0,206,206,0,-0.15,0
-0.094172,-0.0031966,0.064518,207,207,0.012504,-0.15001,0
0,0,0,208,208,0,-0.1625,0
-0.085333,-0.0034287,0.075314,209,209,0.012504,-0.16251,0
-0.22963,-0.0054585,0.079884,210,210,0.025006,-0.12501,0
-0.34088,-0.0081877,0.12155,211,211,0.037509,-0.12501,0
-0.20898,-0.0059258,0.10446,212,212,0.025007,-0.13751,0
-0.31048,-0.0088896,0.158,213,213,0.03751,-0.13751,0
-0.27903,-0.0045205,0.023508,214,214,0.025005,-0.10001,0
-0.41305,-0.006785,0.038415,215,215,0.037507,-0.10001,0
-0.25433,-0.0049895,0.051696,216,216,0.025006,-0.11251,0
-0.37696,-0.0074864,0.079985,217,217,0.037508,-0.11251,0
0,0,0,218,218,0,-0.125,0
-0.11481,-0.0027292,0.039942,219,219,0.012503,-0.125,0
0,0,0,220,220,0,-0.1375,0
-0.10449,-0.0029629,0.05223,221,221,0.012503,-0.1375,0
0,0,0,222,222,0,-0.1,0
-0.13952,-0.0022603,0.011754,223,223,0.012502,-0.1,0
0,0,0,224,224,0,-0.1125,0
-0.12716,-0.0024947,0.025848,225,225,0.012503,-0.1125,0
-0.9551,-0.010814,-0.086302,226,226,0.075011,-0.075015,0
-1.0845,-0.012643,-0.082645,227,227,0.087513,-0.075018,0
-0.87556,-0.012198,0.0036938,228,228,0.075013,-0.087518,0
-0.9967,-0.01424,0.018593,229,229,0.087515,-0.087521,0
-1.1487,-0.0080218,-0.29402,230,230,0.075007,-0.05001,0
-1.2927,-0.0094526,-0.31199,231,231,0.087509,-0.050012,0
-1.0519,-0.0094178,-0.19016,232,232,0.075009,-0.062513,0
-1.1886,-0.011048,-0.19732,233,233,0.087511,-0.062515,0
-0.663,-0.0071715,-0.07391,234,234,0.050007,-0.07501,0
-0.80905,-0.0089927,-0.080106,235,235,0.062509,-0.075013,0
-0.60504,-0.0081105,-0.010294,236,236,0.050009,-0.087512,0
-0.7403,-0.010154,-0.0033002,237,237,0.062511,-0.087515,0
-0.81201,-0.0052412,-0.2267,238,238,0.050005,-0.050007,0
-0.98037,-0.0066315,-0.26036,239,239,0.062506,-0.050008,0
-0.73751,-0.0062064,-0.15031,240,240,0.050006,-0.062508,0
-0.89471,-0.0078121,-0.17023,241,241,0.062508,-0.062511,0
-1.3879,-0.0051491,-0.53729,242,242,0.075004,-0.025005,0
-1.5416,-0.006214,-0.57386,243,243,0.087504,-0.025006,0
-1.2683,-0.0065854,-0.41565,244,244,0.075006,-0.037508,0
-1.4171,-0.0078333,-0.44293,245,245,0.087507,-0.037509,0
-1.6802,-0.0021393,-0.82206,246,246,0.075,0,0
-1.836,-0.0028802,-0.87206,247,247,0.0875,0,0
-1.5341,-0.0036442,-0.67967,248,248,0.075002,-0.012503,0
-1.6888,-0.0045471,-0.72296,249,249,0.087502,-0.012503,0
-1.0207,-0.0031647,-0.42354,250,250,0.050002,-0.025003,0
-1.2043,-0.0041569,-0.48041,251,251,0.062503,-0.025004,0
-0.91633,-0.0042029,-0.32512,252,252,0.050004,-0.037505,0
-1.0923,-0.0053942,-0.37039,253,253,0.062505,-0.037506,0
-1.3082,-0.00084311,-0.67919,254,254,0.05,0,0
-1.4942,-0.0014912,-0.75062,255,255,0.0625,0,0
-1.1644,-0.0020039,-0.55136,256,256,0.050001,-0.012502,0
-1.3493,-0.002824,-0.61552,257,257,0.062502,-0.012502,0
-0.34073,-0.0035697,-0.042813,258,258,0.025004,-0.075005,0
-0.50187,-0.0053706,-0.058362,259,259,0.037506,-0.075008,0
-0.30988,-0.0040451,-0.0096524,260,260,0.025004,-0.087506,0
-0.45746,-0.0060778,-0.0099733,261,261,0.037507,-0.087509,0
-0.42383,-0.0025762,-0.1253,262,262,0.025002,-0.050003,0
-0.61792,-0.0039087,-0.176,263,263,0.037504,-0.050005,0
-0.38228,-0.0030729,-0.084058,264,264,0.025003,-0.062504,0
-0.55989,-0.0046396,-0.11718,265,265,0.037505,-0.062506,0
0,0,0,266,266,0,-0.075,0
-0.17037,-0.0017848,-0.021407,267,267,0.012502,-0.075003,0
0,0,0,268,268,0,-0.0875,0
-0.15494,-0.0020226,-0.0048262,269,269,0.012502,-0.087503,0
0,0,0,270,270,0,-0.05,0
-0.21191,-0.0012881,-0.062652,271,271,0.012501,-0.050002,0
0,0,0,272,272,0,-0.0625,0
-0.19114,-0.0015365,-0.042029,273,273,0.012502,-0.062502,0
-0.55176,-0.0014636,-0.24019,274,274,0.025001,-0.025002,0
-0.78621,-0.0023141,-0.33187,275,275,0.037502,-0.025003,0
-0.48779,-0.0020199,-0.18275,276,276,0.025002,-0.037503,0
-0.70206,-0.0031114,-0.25394,277,277,0.037503,-0.037504,0
-0.84465,0.00011582,-0.46948,278,278,0.025,0,0
-1.0764,-0.00036364,-0.57433,279,279,0.0375,0,0
-0.6982,-0.00067388,-0.35484,280,280,0.025001,-0.012501,0
-0.93133,-0.0013389,-0.4531,281,281,0.037501,-0.012501,0
0,0,0,282,282,0,-0.025,0
-0.27588,-0.00073179,-0.1201,283,283,0.012501,-0.025001,0
0,0,0,284,284,0,-0.0375,0
-0.2439,-0.0010099,-0.091375,285,285,0.012501,-0.037501,0
0,0,0,286,286,0,0,0
-0.42233,5.791e-05,-0.23474,287,287,0.0125,0,0
0,0,0,288,288,0,-0.0125,0
-0.3491,-0.00033694,-0.17742,289,289,0.0125,-0.0125,0
-1.1556,-0.092609,2.6082,290,290,0.40009,-0.20015,0
-1.4216,-0.082372,2.2417,291,291,0.40008,-0.17513,0
-1.3957,-0.080807,2.1792,292,292,0.37508,-0.17513,0
-1.1343,-0.090915,2.539,293,293,0.37509,-0.20015,0
-1.2886,-0.087491,2.4249,294,294,0.40009,-0.18764,0
-1.4086,-0.08159,2.2104,295,295,0.38758,-0.17513,0
-1.265,-0.085861,2.3591,296,296,0.37508,-0.18764,0
-1.145,-0.091762,2.5736,297,297,0.38759,-0.20015,0
-1.2768,-0.086676,2.392,298,298,0.38758,-0.18764,0
-1.7077,-0.07231,1.8367,299,299,0.40007,-0.15011,0
-1.677,-0.070873,1.7817,300,300,0.37507,-0.15011,0
-1.5646,-0.077341,2.0392,301,301,0.40007,-0.16262,0
-1.6923,-0.071592,1.8092,302,302,0.38757,-0.15011,0
-1.5363,-0.07584,1.9804,303,303,0.37507,-0.16262,0
-1.5505,-0.076591,2.0098,304,304,0.38757,-0.16262,0
-1.3634,-0.079038,2.1037,305,305,0.35008,-0.17512,0
-1.1078,-0.089176,2.4559,306,306,0.35009,-0.20014,0
-1.3795,-0.079922,2.1414,307,307,0.36258,-0.17513,0
-1.2356,-0.084107,2.2798,308,308,0.35008,-0.18763,0
-1.1211,-0.090045,2.4974,309,309,0.36259,-0.20014,0
-1.2503,-0.084984,2.3194,310,310,0.36258,-0.18763,0
-1.6388,-0.069167,1.7151,311,311,0.35007,-0.15011,0
-1.6579,-0.07002,1.7484,312,312,0.36257,-0.15011,0
-1.5011,-0.074102,1.9094,313,313,0.35007,-0.16261,0
-1.5187,-0.074971,1.9449,314,314,0.36257,-0.16262,0
-2.0124,-0.06249,1.3981,315,315,0.40006,-0.12509,0
-1.977,-0.06119,1.3513,316,316,0.37506,-0.12509,0
-1.86,-0.0674,1.6174,317,317,0.40006,-0.1376,0
-1.9947,-0.06184,1.3747,318,318,0.38756,-0.12509,0
-1.827,-0.066032,1.5665,319,319,0.37506,-0.1376,0
-1.8435,-0.066716,1.5919,320,320,0.38756,-0.1376,0
-2.3341,-0.052928,0.93042,321,321,0.40005,-0.10008,0
-2.294,-0.05178,0.89236,322,322,0.37504,-0.10007,0
-2.1732,-0.057709,1.1643,323,323,0.40005,-0.11259,0
-2.314,-0.052354,0.91139,324,324,0.38755,-0.10007,0
-2.1355,-0.056485,1.1218,325,325,0.37505,-0.11258,0
-2.1544,-0.057097,1.143,326,326,0.38755,-0.11258,0
-1.9329,-0.05961,1.2946,327,327,0.35006,-0.12509,0
-1.955,-0.0604,1.3229,328,328,0.36256,-0.12509,0
-1.7859,-0.064389,1.5048,329,329,0.35006,-0.1376,0
-1.8064,-0.06521,1.5357,330,330,0.36256,-0.1376,0
-2.2442,-0.050366,0.84641,331,331,0.35004,-0.10007,0
-2.2691,-0.051073,0.86938,332,332,0.36254,-0.10007,0
-2.0886,-0.054988,1.0705,333,333,0.35005,-0.11258,0
-2.112,-0.055737,1.0962,334,334,0.36255,-0.11258,0
-1.3243,-0.076974,2.0151,335,335,0.32508,-0.17512,0
-1.0756,-0.087256,2.3583,336,336,0.32509,-0.20014,0
-1.3438,-0.078006,2.0594,337,337,0.33758,-0.17512,0
-1.1999,-0.082115,2.1867,338,338,0.32508,-0.18763,0
-1.0917,-0.088216,2.4071,339,339,0.33759,-0.20014,0
-1.2178,-0.083111,2.2332,340,340,0.33758,-0.18763,0
-1.5927,-0.067134,1.637,341,341,0.32507,-0.1501,0
-1.6158,-0.068151,1.6761,342,342,0.33757,-0.1501,0
-1.4585,-0.072054,1.826,343,343,0.32507,-0.16261,0
-1.4798,-0.073078,1.8677,344,344,0.33757,-0.16261,0
-1.278,-0.074457,1.913,345,345,0.30007,-0.17511,0
-1.0375,-0.084881,2.2455,346,346,0.30009,-0.20013,0
-1.3011,-0.075715,1.964,347,347,0.31258,-0.17512,0
-1.1577,-0.079669,2.0793,348,348,0.30008,-0.18762,0
-1.0565,-0.086068,2.3019,349,349,0.31259,-0.20013,0
-1.1788,-0.080892,2.133,350,350,0.31258,-0.18762,0
-1.5381,-0.064682,1.5475,351,351,0.30006,-0.1501,0
-1.5654,-0.065908,1.5923,352,352,0.31256,-0.1501,0
-1.408,-0.069569,1.7303,353,353,0.30007,-0.16261,0
-1.4332,-0.070812,1.7782,354,354,0.31257,-0.16261,0
-1.8798,-0.057711,1.2284,355,355,0.32505,-0.12508,0
-1.9063,-0.058661,1.2615,356,356,0.33755,-0.12509,0
-1.7362,-0.062423,1.4327,357,357,0.32506,-0.13759,0
-1.761,-0.063406,1.4688,358,358,0.33756,-0.13759,0
-2.1842,-0.048662,0.7929,359,359,0.32504,-0.10007,0
-2.2142,-0.049514,0.81965,360,360,0.33754,-0.10007,0
-2.032,-0.053187,1.0106,361,361,0.32505,-0.11258,0
-2.0603,-0.054087,1.0406,362,362,0.33755,-0.11258,0
-1.8169,-0.055438,1.1528,363,363,0.30005,-0.12508,0
-1.8483,-0.056575,1.1906,364,364,0.31255,-0.12508,0
-1.6775,-0.06006,1.3502,365,365,0.30006,-0.13759,0
-1.7069,-0.061241,1.3914,366,366,0.31256,-0.13759,0
-2.1133,-0.046633,0.73227,367,367,0.30004,-0.10006,0
-2.1487,-0.047648,0.76258,368,368,0.31254,-0.10007,0
-1.9651,-0.051035,0.94255,369,369,0.30005,-0.11257,0
-1.9985,-0.052111,0.97659,370,370,0.31255,-0.11257,0
-2.6709,-0.043614,0.43773,371,371,0.40003,-0.075057,0
-2.6263,-0.04263,0.40891,372,372,0.37503,-0.075055,0
-2.5025,-0.048271,0.68407,373,373,0.40004,-0.087566,0
-2.6486,-0.043122,0.42332,374,374,0.38753,-0.075056,0
-2.4601,-0.047205,0.65064,375,375,0.37504,-0.087564,0
-2.4813,-0.047738,0.66735,376,376,0.38754,-0.087565,0
-3.0207,-0.034521,-0.07614,377,377,0.40002,-0.050038,0
-2.9717,-0.033713,-0.095357,378,378,0.37502,-0.050037,0
-2.8458,-0.039068,0.18079,379,379,0.40003,-0.062547,0
-2.9962,-0.034117,-0.085749,380,380,0.38752,-0.050037,0
-2.799,-0.038172,0.15678,381,381,0.37503,-0.062546,0
-2.8224,-0.03862,0.16879,382,382,0.38753,-0.062547,0
-2.5709,-0.04141,0.37425,383,383,0.35003,-0.075053,0
-2.5986,-0.04202,0.39158,384,384,0.36253,-0.075054,0
-2.4075,-0.045888,0.61033,385,385,0.35004,-0.087562,0
-2.4338,-0.046547,0.63048,386,386,0.36254,-0.087563,0
-2.9112,-0.032707,-0.11834,387,387,0.35002,-0.050035,0
-2.9415,-0.03321,-0.10685,388,388,0.36252,-0.050036,0
-2.741,-0.037059,0.12796,389,389,0.35003,-0.062544,0
-2.77,-0.037615,0.14237,390,390,0.36253,-0.062545,0
-3.3812,-0.025615,-0.60758,391,391,0.40001,-0.025019,0
-3.3283,-0.024994,-0.61695,392,392,0.37501,-0.025018,0
-3.2009,-0.030068,-0.34186,393,393,0.40002,-0.037528,0
-3.3547,-0.025305,-0.61226,394,394,0.38751,-0.025019,0
-3.15,-0.029354,-0.35616,395,395,0.37502,-0.037527,0
-3.1755,-0.029711,-0.34901,396,396,0.38752,-0.037528,0
-3.7501,-0.016857,-1.1531,397,397,0.4,0,0
-3.6934,-0.016433,-1.1525,398,398,0.375,0,0
-3.5656,-0.021236,-0.88035,399,399,0.40001,-0.012509,0
-3.7217,-0.016645,-1.1528,400,400,0.3875,0,0
-3.5108,-0.020714,-0.88473,401,401,0.37501,-0.012509,0
-3.5382,-0.020975,-0.88254,402,402,0.38751,-0.012509,0
-3.2628,-0.024215,-0.628,403,403,0.35001,-0.025018,0
-3.2955,-0.024605,-0.62248,404,404,0.36251,-0.025018,0
-3.087,-0.028461,-0.37317,405,405,0.35002,-0.037526,0
-3.1185,-0.028907,-0.36466,406,406,0.36252,-0.037527,0
-3.6235,-0.015894,-1.1515,407,407,0.35,0,0
-3.6584,-0.016163,-1.152,408,408,0.3625,0,0
-3.4432,-0.020054,-0.88974,409,409,0.35001,-0.012509,0
-3.477,-0.020384,-0.88724,410,410,0.36251,-0.012509,0
-2.5043,-0.039938,0.33411,411,411,0.32503,-0.075051,0
-2.5376,-0.040674,0.35418,412,412,0.33753,-0.075052,0
-2.3442,-0.0443,0.5635,413,413,0.32504,-0.087559,0
-2.3759,-0.045094,0.58692,414,414,0.33754,-0.08756,0
-2.8384,-0.031489,-0.14469,415,415,0.32502,-0.050034,0
