0.25  0.25  0.0253132
0.25  0.5  0.0218786
0.25  0.75  0.00929543
0.5  0.25  0.0218786
0.5  0.5  0.0206586
0.5  0.75  0.00979224
0.75  0.25  0.00929537
0.75  0.5  0.00979221
0.75  0.75  0.0052111
