0	0	0	0
0	0	0	0.0125
0	0	0	0.025
0	0	0	0.0375
0	0	0	0.05
0	0	0	0.0625
0	0	0	0.075
0	0	0	0.0875
0	0	0	0.1
0	0	0	0.1125
0	0	0	0.125
0	0	0	0.1375
0	0	0	0.15
0	0	0	0.1625
0	0	0	0.175
0	0	0	0.1875
0	0	0	0.2
0	0	0	0.2125
0	0	0	0.225
0	0	0	0.2375
0	0	0	0.25
0	0	0	0.2625
0	0	0	0.275
0	0	0	0.2875
0	0	0	0.3
0	0	0	0.3125
0	0	0	0.325
0	0	0	0.3375
0	0	0	0.35
0	0	0	0.3625
0	0	0	0.375
0	0	0	0.3875
0	0	0	0.4
0	0	0	0.4125
0	0	0	0.425
0	0	0	0.4375
0	0	0	0.45
0	0	0	0.4625
0	0	0	0.475
0	0	0	0.4875
0	0	0	0.5
0	0	0	0.5125
0	0	0	0.525
0	0	0	0.5375
0	0	0	0.55
0	0	0	0.5625
0	0	0	0.575
0	0	0	0.5875
0	0	0	0.6
0	0	0	0.6125
0	0	0	0.625
0	0	0	0.6375
0	0	0	0.65
0	0	0	0.6625
0	0	0	0.675
0	0	0	0.6875
0	0	0	0.7
0	0	0	0.7125
0	0	0	0.725
0	0	0	0.7375
0	0	0	0.75
0	0	0	0.7625
0	0	0	0.775
0	0	0	0.7875
0	0	0	0.8
0	0	0	0.8125
0	0	0	0.825
0	0	0	0.8375
0	0	0	0.85
0	0	0	0.8625
0	0	0	0.875
0	0	0	0.8875
0	0	0	0.9
0	0	0	0.9125
0	0	0	0.925
0	0	0	0.9375
0	0	0	0.95
0	0	0	0.9625
0	0	0	0.975
0	0	0	0.9875
1	0	0	1
0	0	0.0125	0
0.00011936	8.5416e-05	0.0125	0.0125
1.1661e-05	8.4068e-06	0.0125	0.025
-2.9576e-06	-7.566e-05	0.0125	0.0375
1.0675e-05	-8.1619e-05	0.0125	0.05
-7.4963e-06	-5.5948e-05	0.0125	0.0625
-3.6126e-05	-3.1066e-06	0.0125	0.075
-5.5265e-05	8.3307e-05	0.0125	0.0875
-7.1207e-05	0.00021191	0.0125	0.1
-8.9642e-05	0.00037515	0.0125	0.1125
-0.0001084	0.0005743	0.0125	0.125
-0.00012568	0.00080657	0.0125	0.1375
-0.00014204	0.0010734	0.0125	0.15
-0.00015818	0.0013715	0.0125	0.1625
-0.00017388	0.0017015	0.0125	0.175
-0.0001891	0.0020613	0.0125	0.1875
-0.00020392	0.0024513	0.0125	0.2
-0.00021849	0.0028698	0.0125	0.2125
-0.00023288	0.0033174	0.0125	0.225
-0.0002471	0.0037928	0.0125	0.2375
-0.00026128	0.0042966	0.0125	0.25
-0.00027544	0.0048281	0.0125	0.2625
-0.00028968	0.0053881	0.0125	0.275
-0.00030401	0.0059759	0.0125	0.2875
-0.00031855	0.0065927	0.0125	0.3
-0.00033326	0.0072379	0.0125	0.3125
-0.00034831	0.007913	0.0125	0.325
-0.00036361	0.0086176	0.0125	0.3375
-0.00037935	0.0093533	0.0125	0.35
-0.00039543	0.01012	0.0125	0.3625
-0.00041204	0.010919	0.0125	0.375
-0.00042907	0.011751	0.0125	0.3875
-0.00044673	0.012618	0.0125	0.4
-0.00046488	0.013519	0.0125	0.4125
-0.00048376	0.014458	0.0125	0.425
-0.00050323	0.015433	0.0125	0.4375
-0.00052355	0.016448	0.0125	0.45
-0.00054455	0.017503	0.0125	0.4625
-0.00056654	0.018602	0.0125	0.475
-0.00058933	0.019743	0.0125	0.4875
-0.0006133	0.020931	0.0125	0.5
-0.00063823	0.022165	0.0125	0.5125
-0.00066456	0.023451	0.0125	0.525
-0.00069207	0.024788	0.0125	0.5375
-0.00072129	0.026182	0.0125	0.55
-0.00075198	0.027633	0.0125	0.5625
-0.00078479	0.029148	0.0125	0.575
-0.00081948	0.030725	0.0125	0.5875
-0.00085686	0.032376	0.0125	0.6
-0.00089668	0.034098	0.0125	0.6125
-0.00094	0.035904	0.0125	0.625
-0.00098653	0.037793	0.0125	0.6375
-0.0010377	0.039782	0.0125	0.65
-0.0010932	0.041867	0.0125	0.6625
-0.001155	0.044071	0.0125	0.675
-0.0012227	0.046392	0.0125	0.6875
-0.001299	0.04886	0.0125	0.7
-0.0013838	0.051471	0.0125	0.7125
-0.0014806	0.054267	0.0125	0.725
-0.0015888	0.057243	0.0125	0.7375
-0.0017149	0.06046	0.0125	0.75
-0.0018598	0.063908	0.0125	0.7625
-0.0020291	0.067677	0.0125	0.775
-0.0022201	0.071751	0.0125	0.7875
-0.002455	0.076276	0.0125	0.8
-0.0027459	0.081213	0.0125	0.8125
-0.0030832	0.086767	0.0125	0.825
-0.0034409	0.092906	0.0125	0.8375
-0.0039532	0.10009	0.0125	0.85
-0.0047401	0.10806	0.0125	0.8625
-0.0055331	0.11722	0.0125	0.875
-0.0060296	0.12774	0.0125	0.8875
-0.0074621	0.14208	0.0125	0.9
-0.01105	0.15738	0.0125	0.9125
-0.013238	0.17249	0.0125	0.925
-0.010383	0.19195	0.0125	0.9375
-0.016139	0.24033	0.0125	0.95
-0.041886	0.27013	0.0125	0.9625
-0.040032	0.23896	0.0125	0.975
0.15552	0.17467	0.0125	0.9875
1	0	0.0125	1
0	0	0.025	0
0.00011297	-3.1761e-05	0.025	0.0125
7.4346e-05	-3.5964e-05	0.025	0.025
2.8537e-05	-3.7178e-05	0.025	0.0375
-1.587e-05	-2.6998e-05	0.025	0.05
-7.8608e-05	3.7708e-05	0.025	0.0625
-0.0001516	0.00017461	0.025	0.075
-0.00022314	0.00037459	0.025	0.0875
-0.00029303	0.00063932	0.025	0.1
-0.00036256	0.00096914	0.025	0.1125
-0.00043096	0.0013666	0.025	0.125
-0.00049714	0.0018272	0.025	0.1375
-0.00056123	0.0023509	0.025	0.15
-0.00062351	0.0029347	0.025	0.1625
-0.00068414	0.0035786	0.025	0.175
-0.00074325	0.0042801	0.025	0.1875
-0.00080111	0.0050387	0.025	0.2
-0.00085797	0.0058528	0.025	0.2125
-0.00091412	0.0067224	0.025	0.225
-0.00096977	0.007646	0.025	0.2375
-0.0010252	0.0086243	0.025	0.25
-0.0010806	0.0096563	0.025	0.2625
-0.0011363	0.010743	0.025	0.275
-0.0011924	0.011884	0.025	0.2875
-0.0012491	0.01308	0.025	0.3
-0.0013067	0.014332	0.025	0.3125
-0.0013654	0.01564	0.025	0.325
-0.0014252	0.017006	0.025	0.3375
-0.0014864	0.018432	0.025	0.35
