0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	-0.0425723
13	-2.64925e-05
14	0.0028327
15	1.23945
16	-0.00563785
17	1.22466
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0.00390509
31	-5.09551e-05
32	0.000564575
33	1.75414
34	-0.00777894
35	1.19105
36	0
37	0
38	0
39	0
40	0
41	0
42	0.0161805
43	-4.90869e-05
44	-0.00896761
45	-0.279683
46	-0.00318499
47	-0.234791
48	0
49	0
50	0
51	0
52	0
53	0
54	0.0226357
55	-1.53123e-05
56	-0.019988
57	-2.24064
58	0.00435687
59	-1.60439
60	0
61	0
62	0
63	0
64	0
65	0
66	0.0169143
67	8.15417e-05
68	-0.0207669
69	-2.09588
70	0.0080967
71	-1.51668
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	-0.0932119
85	-5.06587e-05
86	0.0051532
87	2.20941
88	-0.0133357
89	2.4334
90	0
91	0
92	0
93	0
94	0
95	0
96	0.0137331
97	-0.000118543
98	-0.000515856
99	3.37466
100	-0.0196438
101	2.24822
102	0.0269483
103	-8.69981e-05
104	-0.0226415
105	-0.646586
106	-0.00424433
107	-0.875912
108	0.0465858
109	8.162e-06
110	-0.0447909
111	-4.24
112	0.0158644
113	-3.39849
114	0.033817
115	0.000252832
116	-0.0442964
117	-3.92336
118	0.0179034
119	-2.77456
120	0
121	0
122	0
123	0
124	0
125	0
126	-0.12394
127	-6.98655e-05
128	0.00663985
129	2.95187
130	-0.0262219
131	3.38028
132	0
133	0
134	0
135	0
136	0
137	0
138	0.0115446
139	-0.000218886
140	-0.00469236
141	4.22624
142	-0.038366
143	2.73536
144	0.0216869
145	1.68658e-05
146	-0.045294
147	-1.17255
148	0.0117001
149	-2.19842
150	0.0524223
151	0.000254723
152	-0.0726643
153	-5.71953
154	0.0412219
155	-4.90055
156	0.0387408
157	0.000487321
158	-0.064702
159	-5.10656
160	0.016435
161	-3.07323
162	0
163	0
164	0
165	0
166	0
167	0
168	-0.111277
169	-0.000106036
170	0.00672421
171	3.02055
172	-0.0393068
173	3.39714
174	0
175	0
176	0
177	0
178	0
179	0
180	-0.00611164
181	-0.000172372
182	-0.00999101
183	3.71064
184	-0.0357289
185	1.90089
186	0.00393951
187	0.000860003
188	-0.0647264
189	-1.56797
190	0.0492934
191	-3.3781
192	0.032699
193	0.000487396
194	-0.0832161
195	-5.76796
196	0.0430929
197	-4.60596
198	0.0285612
199	0.000559143
200	-0.0670247
201	-4.8742
202	-0.00612447
203	-2.09587
204	0
205	0
206	0
207	0
208	0
209	0
210	-0.0575517
211	-6.16119e-05
212	0.00394526
213	1.95039
214	-0.0254227
215	2.01116
216	0
217	0
218	0
219	0
220	0
221	0
222	-0.0147298
223	-0.00011009
224	-0.00740036
225	1.94192
226	0.0150958
227	0.279898
228	-0.00624261
229	0.000199524
230	-0.040572
231	-1.25887
232	0.0363827
233	-2.53326
234	0.00670197
235	0.00035422
236	-0.0551996
237	-3.6067
238	-0.00529966
239	-2.24723
240	0.0101753
241	0.000338116
242	-0.0426912
243	-2.89345
244	-0.00846668
245	-0.875534
246	0
247	0
248	0
249	0
250	0
251	0
252	0
253	0
254	0
255	0
256	0
257	0
258	0
259	0
260	0
261	0
262	0
263	0
264	0
265	0
266	0
267	0
268	0
269	0
270	0
271	0
272	0
273	0
274	0
275	0
276	0
277	0
278	0
279	0
280	0
281	0
282	0
283	0
284	0
285	0
286	0
287	0
288	0
289	0
290	0
291	0
292	0
293	0
