0.01 0.01 1.19274e-08
0.03 0.01 4.4858e-08
0.05 0.01 1.04682e-07
0.07 0.01 1.79916e-07
0.09 0.01 2.63204e-07
0.11 0.01 3.49041e-07
0.13 0.01 4.32964e-07
0.15 0.01 5.11148e-07
0.17 0.01 5.80182e-07
0.19 0.01 6.36957e-07
0.21 0.01 6.78659e-07
0.23 0.01 7.02841e-07
0.25 0.01 7.07563e-07
0.27 0.01 6.91561e-07
0.29 0.01 6.54429e-07
0.31 0.01 5.96751e-07
0.33 0.01 5.20153e-07
0.35 0.01 4.27248e-07
0.37 0.01 3.21469e-07
0.39 0.01 2.06793e-07
0.41 0.01 8.74211e-08
0.43 0.01 3.25589e-08
0.45 0.01 1.49466e-07
0.47 0.01 2.60237e-07
0.49 0.01 3.62532e-07
0.51 0.01 4.54751e-07
0.53 0.01 5.35963e-07
0.55 0.01 6.05783e-07
0.57 0.01 6.64233e-07
0.59 0.01 7.11605e-07
0.61 0.01 7.48344e-07
0.63 0.01 7.74964e-07
0.65 0.01 7.92e-07
0.67 0.01 7.99985e-07
0.69 0.01 7.99446e-07
0.71 0.01 7.90925e-07
0.73 0.01 7.74991e-07
0.75 0.01 7.52262e-07
0.77 0.01 7.23422e-07
0.79 0.01 6.89221e-07
0.81 0.01 6.50473e-07
0.83 0.01 6.08048e-07
0.85 0.01 5.62845e-07
0.87 0.01 5.15774e-07
0.89 0.01 4.67721e-07
0.91 0.01 4.19528e-07
0.93 0.01 3.71963e-07
0.95 0.01 3.25703e-07
0.97 0.01 2.81316e-07
0.99 0.01 2.3926e-07
1.01 0.01 1.99876e-07
1.03 0.01 1.63396e-07
1.05 0.01 1.29952e-07
1.07 0.01 9.95863e-08
1.09 0.01 7.22689e-08
1.11 0.01 4.79104e-08
1.13 0.01 2.63774e-08
1.15 0.01 7.50545e-09
1.17 0.01 8.88864e-09
1.19 0.01 2.29973e-08
1.21 0.01 3.50142e-08
1.23 0.01 4.51283e-08
1.25 0.01 5.35201e-08
1.27 0.01 6.03586e-08
1.29 0.01 6.58008e-08
1.31 0.01 6.99915e-08
1.33 0.01 7.30639e-08
1.35 0.01 7.51413e-08
1.37 0.01 7.63383e-08
1.39 0.01 7.67624e-08
1.41 0.01 7.65153e-08
1.43 0.01 7.56939e-08
1.45 0.01 7.43903e-08
1.47 0.01 7.26918e-08
1.49 0.01 7.06808e-08
1.51 0.01 6.84335e-08
1.53 0.01 6.6019e-08
1.55 0.01 6.3499e-08
1.57 0.01 6.09268e-08
1.59 0.01 5.83469e-08
1.61 0.01 5.57957e-08
1.63 0.01 5.33012e-08
1.65 0.01 5.08844e-08
1.67 0.01 4.85604e-08
1.69 0.01 4.63395e-08
1.71 0.01 4.4229e-08
1.73 0.01 4.22344e-08
1.75 0.01 4.0361e-08
1.77 0.01 3.86148e-08
1.79 0.01 3.7004e-08
1.81 0.01 3.55389e-08
1.83 0.01 3.42333e-08
1.85 0.01 3.3104e-08
1.87 0.01 3.21712e-08
1.89 0.01 3.14581e-08
1.91 0.01 3.09911e-08
1.93 0.01 3.07987e-08
1.95 0.01 3.09117e-08
1.97 0.01 3.13627e-08
1.99 0.01 3.21853e-08
2.01 0.01 3.34144e-08
2.03 0.01 3.50849e-08
2.05 0.01 3.72324e-08
2.07 0.01 3.98921e-08
2.09 0.01 4.30985e-08
2.11 0.01 4.68853e-08
2.13 0.01 5.12848e-08
2.15 0.01 5.63273e-08
2.17 0.01 6.20404e-08
2.19 0.01 6.84484e-08
2.21 0.01 7.55714e-08
2.23 0.01 8.34241e-08
2.25 0.01 9.20149e-08
2.27 0.01 1.01344e-07
2.29 0.01 1.11404e-07
2.31 0.01 1.22173e-07
2.33 0.01 1.33621e-07
2.35 0.01 1.45701e-07
2.37 0.01 1.58351e-07
2.39 0.01 1.71489e-07
2.41 0.01 1.85016e-07
2.43 0.01 1.9881e-07
2.45 0.01 2.12728e-07
2.47 0.01 2.26603e-07
2.49 0.01 2.40244e-07
2.51 0.01 2.53437e-07
2.53 0.01 2.65947e-07
2.55 0.01 2.77518e-07
2.57 0.01 2.8788e-07
2.59 0.01 2.96749e-07
2.61 0.01 3.03839e-07
2.63 0.01 3.08865e-07
2.65 0.01 3.11554e-07
2.67 0.01 3.11655e-07
2.69 0.01 3.08953e-07
2.71 0.01 3.03277e-07
2.73 0.01 2.94515e-07
2.75 0.01 2.82625e-07
2.77 0.01 2.67643e-07
2.79 0.01 2.49696e-07
2.81 0.01 2.29e-07
2.83 0.01 2.05864e-07
2.85 0.01 1.80689e-07
2.87 0.01 1.53952e-07
2.89 0.01 1.26196e-07
2.91 0.01 9.80106e-08
2.93 0.01 7.00104e-08
2.95 0.01 4.2807e-08
2.97 0.01 1.6985e-08
2.99 0.01 6.92454e-09
3.01 0.01 2.84664e-08
3.03 0.01 4.72797e-08
3.05 0.01 6.31108e-08
3.07 0.01 7.58198e-08
3.09 0.01 8.53792e-08
3.11 0.01 9.18679e-08
3.13 0.01 9.54586e-08
3.15 0.01 9.64012e-08
3.17 0.01 9.5004e-08
3.19 0.01 9.16142e-08
3.21 0.01 8.6598e-08
3.23 0.01 8.03229e-08
3.25 0.01 7.31433e-08
3.27 0.01 6.53875e-08
3.29 0.01 5.73497e-08
3.31 0.01 4.92837e-08
3.33 0.01 4.14007e-08
3.35 0.01 3.38686e-08
3.37 0.01 2.68142e-08
3.39 0.01 2.0326e-08
3.41 0.01 1.44586e-08
3.43 0.01 9.23759e-09
3.45 0.01 4.66444e-09
3.47 0.01 7.21618e-10
3.49 0.01 2.62285e-09
3.51 0.01 5.41115e-09
3.53 0.01 7.69205e-09
3.55 0.01 9.5178e-09
3.57 0.01 1.09417e-08
3.59 0.01 1.20159e-08
3.61 0.01 1.27906e-08
3.63 0.01 1.33121e-08
3.65 0.01 1.36231e-08
3.67 0.01 1.37618e-08
3.69 0.01 1.37618e-08
3.71 0.01 1.36525e-08
3.73 0.01 1.34592e-08
3.75 0.01 1.32032e-08
3.77 0.01 1.29023e-08
3.79 0.01 1.25712e-08
3.81 0.01 1.22218e-08
3.83 0.01 1.18636e-08
3.85 0.01 1.15041e-08
3.87 0.01 1.11489e-08
3.89 0.01 1.08024e-08
3.91 0.01 1.04676e-08
3.93 0.01 1.01466e-08
3.95 0.01 9.84073e-09
3.97 0.01 9.55074e-09
3.99 0.01 9.27685e-09
4.01 0.01 9.01893e-09
4.03 0.01 8.77659e-09
4.05 0.01 8.54926e-09
4.07 0.01 8.33622e-09
4.09 0.01 8.1367e-09
4.11 0.01 7.94987e-09
4.13 0.01 7.7749e-09
4.15 0.01 7.61096e-09
4.17 0.01 7.45726e-09
4.19 0.01 7.31302e-09
4.21 0.01 7.17754e-09
4.23 0.01 7.05015e-09
4.25 0.01 6.93021e-09
4.27 0.01 6.81718e-09
4.29 0.01 6.71052e-09
4.31 0.01 6.60976e-09
4.33 0.01 6.51448e-09
4.35 0.01 6.4243e-09
4.37 0.01 6.33887e-09
4.39 0.01 6.25787e-09
4.41 0.01 6.18105e-09
4.43 0.01 6.10814e-09
4.45 0.01 6.03894e-09
4.47 0.01 5.97324e-09
4.49 0.01 5.91088e-09
4.51 0.01 5.85171e-09
4.53 0.01 5.79558e-09
4.55 0.01 5.74239e-09
4.57 0.01 5.69201e-09
4.59 0.01 5.64437e-09
4.61 0.01 5.59938e-09
4.63 0.01 5.55696e-09
4.65 0.01 5.51706e-09
4.67 0.01 5.47961e-09
4.69 0.01 5.44456e-09
4.71 0.01 5.41187e-09
4.73 0.01 5.38151e-09
4.75 0.01 5.35342e-09
4.77 0.01 5.3276e-09
4.79 0.01 5.304e-09
4.81 0.01 5.28261e-09
4.83 0.01 5.2634e-09
4.85 0.01 5.24636e-09
4.87 0.01 5.23147e-09
4.89 0.01 5.21872e-09
4.91 0.01 5.20811e-09
4.93 0.01 5.19962e-09
4.95 0.01 5.19325e-09
4.97 0.01 5.18899e-09
4.99 0.01 5.18687e-09
0.01 0.03 4.54984e-08
0.03 0.03 4.18701e-08
0.05 0.03 6.84006e-08
0.07 0.03 1.13764e-07
0.09 0.03 1.70439e-07
0.11 0.03 2.32929e-07
0.13 0.03 2.96927e-07
0.15 0.03 3.5886e-07
0.17 0.03 4.15622e-07
0.19 0.03 4.64429e-07
0.21 0.03 5.02767e-07
0.23 0.03 5.28415e-07
0.25 0.03 5.3953e-07
0.27 0.03 5.34778e-07
0.29 0.03 5.13479e-07
0.31 0.03 4.75723e-07
0.33 0.03 4.22432e-07
0.35 0.03 3.55346e-07
0.37 0.03 2.76905e-07
0.39 0.03 1.90054e-07
0.41 0.03 9.79979e-08
0.43 0.03 3.93251e-09
0.45 0.03 8.91863e-08
0.47 0.03 1.78821e-07
0.49 0.03 2.62952e-07
0.51 0.03 3.40099e-07
0.53 0.03 4.09287e-07
0.55 0.03 4.69962e-07
0.57 0.03 5.21893e-07
0.59 0.03 5.65079e-07
0.61 0.03 5.99667e-07
0.63 0.03 6.25889e-07
0.65 0.03 6.4403e-07
0.67 0.03 6.5441e-07
0.69 0.03 6.57383e-07
0.71 0.03 6.53344e-07
0.73 0.03 6.42745e-07
0.75 0.03 6.26101e-07
0.77 0.03 6.03997e-07
0.79 0.03 5.77089e-07
0.81 0.03 5.46098e-07
0.83 0.03 5.11788e-07
0.85 0.03 4.74955e-07
0.87 0.03 4.36398e-07
0.89 0.03 3.96893e-07
0.91 0.03 3.57173e-07
0.93 0.03 3.17901e-07
0.95 0.03 2.79657e-07
0.97 0.03 2.42928e-07
0.99 0.03 2.08097e-07
1.01 0.03 1.75449e-07
1.03 0.03 1.45173e-07
1.05 0.03 1.17375e-07
1.07 0.03 9.20835e-08
1.09 0.03 6.92672e-08
1.11 0.03 4.88463e-08
1.13 0.03 3.07057e-08
1.15 0.03 1.4706e-08
1.17 0.03 6.93702e-10
1.19 0.03 1.14907e-08
1.21 0.03 2.20062e-08
1.23 0.03 3.10061e-08
1.25 0.03 3.86353e-08
1.27 0.03 4.5028e-08
1.29 0.03 5.03068e-08
1.31 0.03 5.45832e-08
1.33 0.03 5.79581e-08
1.35 0.03 6.05235e-08
1.37 0.03 6.23634e-08
1.39 0.03 6.3556e-08
1.41 0.03 6.41746e-08
1.43 0.03 6.42886e-08
1.45 0.03 6.39643e-08
1.47 0.03 6.32647e-08
1.49 0.03 6.22497e-08
1.51 0.03 6.09752e-08
1.53 0.03 5.9493e-08
1.55 0.03 5.78498e-08
1.57 0.03 5.60871e-08
1.59 0.03 5.4241e-08
1.61 0.03 5.2342e-08
1.63 0.03 5.04154e-08
1.65 0.03 4.84821e-08
1.67 0.03 4.6559e-08
1.69 0.03 4.46602e-08
1.71 0.03 4.27979e-08
1.73 0.03 4.09834e-08
1.75 0.03 3.92277e-08
1.77 0.03 3.75429e-08
1.79 0.03 3.59421e-08
1.81 0.03 3.44403e-08
1.83 0.03 3.30545e-08
1.85 0.03 3.18039e-08
1.87 0.03 3.07096e-08
1.89 0.03 2.97949e-08
1.91 0.03 2.90847e-08
1.93 0.03 2.86053e-08
1.95 0.03 2.83845e-08
1.97 0.03 2.84508e-08
1.99 0.03 2.88336e-08
2.01 0.03 2.95629e-08
2.03 0.03 3.06689e-08
2.05 0.03 3.2182e-08
2.07 0.03 3.41328e-08
2.09 0.03 3.65514e-08
2.11 0.03 3.94677e-08
2.13 0.03 4.29109e-08
2.15 0.03 4.69091e-08
2.17 0.03 5.1489e-08
2.19 0.03 5.66752e-08
2.21 0.03 6.24899e-08
2.23 0.03 6.89518e-08
2.25 0.03 7.60752e-08
2.27 0.03 8.38692e-08
2.29 0.03 9.23365e-08
2.31 0.03 1.01472e-07
2.33 0.03 1.11261e-07
2.35 0.03 1.21678e-07
2.37 0.03 1.32687e-07
2.39 0.03 1.44236e-07
2.41 0.03 1.56258e-07
2.43 0.03 1.6867e-07
2.45 0.03 1.81368e-07
2.47 0.03 1.94233e-07
2.49 0.03 2.07121e-07
2.51 0.03 2.1987e-07
2.53 0.03 2.32297e-07
2.55 0.03 2.44202e-07
2.57 0.03 2.55364e-07
2.59 0.03 2.6555e-07
2.61 0.03 2.74519e-07
2.63 0.03 2.82021e-07
2.65 0.03 2.87811e-07
2.67 0.03 2.91655e-07
2.69 0.03 2.93334e-07
2.71 0.03 2.92662e-07
2.73 0.03 2.89489e-07
2.75 0.03 2.83714e-07
2.77 0.03 2.75296e-07
2.79 0.03 2.64259e-07
2.81 0.03 2.50701e-07
2.83 0.03 2.34794e-07
2.85 0.03 2.16788e-07
2.87 0.03 1.97006e-07
2.89 0.03 1.75831e-07
2.91 0.03 1.53704e-07
2.93 0.03 1.31098e-07
2.95 0.03 1.08507e-07
2.97 0.03 8.64213e-08
2.99 0.03 6.53081e-08
3.01 0.03 4.559e-08
3.03 0.03 2.76279e-08
3.05 0.03 1.1706e-08
3.07 0.03 1.9775e-09
3.09 0.03 1.33145e-08
3.11 0.03 2.22858e-08
3.13 0.03 2.89547e-08
3.15 0.03 3.34563e-08
3.17 0.03 3.59833e-08
3.19 0.03 3.6771e-08
3.21 0.03 3.60808e-08
3.23 0.03 3.41855e-08
3.25 0.03 3.13555e-08
3.27 0.03 2.78475e-08
3.29 0.03 2.38966e-08
3.31 0.03 1.97097e-08
3.33 0.03 1.54628e-08
3.35 0.03 1.12998e-08
3.37 0.03 7.33293e-09
3.39 0.03 3.64488e-09
3.41 0.03 2.91917e-10
3.43 0.03 2.69277e-09
3.45 0.03 5.29523e-09
3.47 0.03 7.51707e-09
3.49 0.03 9.37182e-09
3.51 0.03 1.08818e-08
3.53 0.03 1.20752e-08
3.55 0.03 1.29839e-08
3.57 0.03 1.36411e-08
3.59 0.03 1.40804e-08
3.61 0.03 1.43339e-08
3.63 0.03 1.44322e-08
3.65 0.03 1.44031e-08
3.67 0.03 1.42717e-08
3.69 0.03 1.40602e-08
3.71 0.03 1.37879e-08
3.73 0.03 1.34714e-08
3.75 0.03 1.31246e-08
3.77 0.03 1.27588e-08
3.79 0.03 1.23835e-08
3.81 0.03 1.20062e-08
3.83 0.03 1.16327e-08
3.85 0.03 1.12674e-08
3.87 0.03 1.09137e-08
3.89 0.03 1.05737e-08
3.91 0.03 1.02492e-08
3.93 0.03 9.94077e-09
3.95 0.03 9.64897e-09
3.97 0.03 9.37373e-09
3.99 0.03 9.11473e-09
4.01 0.03 8.87146e-09
4.03 0.03 8.64324e-09
4.05 0.03 8.4293e-09
4.07 0.03 8.22881e-09
4.09 0.03 8.04091e-09
4.11 0.03 7.86477e-09
4.13 0.03 7.69954e-09
4.15 0.03 7.54443e-09
4.17 0.03 7.39868e-09
4.19 0.03 7.26159e-09
4.21 0.03 7.13248e-09
4.23 0.03 7.01075e-09
4.25 0.03 6.89584e-09
4.27 0.03 6.78724e-09
4.29 0.03 6.68449e-09
4.31 0.03 6.58718e-09
4.33 0.03 6.49491e-09
4.35 0.03 6.40736e-09
4.37 0.03 6.32423e-09
4.39 0.03 6.24524e-09
4.41 0.03 6.17016e-09
4.43 0.03 6.09877e-09
4.45 0.03 6.03087e-09
4.47 0.03 5.96632e-09
4.49 0.03 5.90494e-09
4.51 0.03 5.84661e-09
4.53 0.03 5.79122e-09
4.55 0.03 5.73865e-09
4.57 0.03 5.68882e-09
4.59 0.03 5.64165e-09
4.61 0.03 5.59706e-09
4.63 0.03 5.55499e-09
4.65 0.03 5.51538e-09
4.67 0.03 5.47818e-09
4.69 0.03 5.44336e-09
4.71 0.03 5.41085e-09
4.73 0.03 5.38065e-09
4.75 0.03 5.3527e-09
4.77 0.03 5.327e-09
4.79 0.03 5.3035e-09
4.81 0.03 5.2822e-09
4.83 0.03 5.26307e-09
4.85 0.03 5.24609e-09
4.87 0.03 5.23126e-09
4.89 0.03 5.21857e-09
4.91 0.03 5.208e-09
4.93 0.03 5.19955e-09
4.95 0.03 5.19322e-09
4.97 0.03 5.189e-09
4.99 0.03 5.18692e-09
0.01 0.05 1.08158e-07
0.03 0.05 6.88481e-08
0.05 0.05 5.90752e-08
0.07 0.05 7.13799e-08
0.09 0.05 9.87494e-08
0.11 0.05 1.35794e-07
0.13 0.05 1.7831e-07
0.15 0.05 2.22895e-07
0.17 0.05 2.66672e-07
0.19 0.05 3.0711e-07
0.21 0.05 3.41919e-07
0.23 0.05 3.69019e-07
0.25 0.05 3.86576e-07
0.27 0.05 3.93085e-07
0.29 0.05 3.8748e-07
0.31 0.05 3.69253e-07
0.33 0.05 3.38538e-07
0.35 0.05 2.96134e-07
0.37 0.05 2.43467e-07
0.39 0.05 1.82461e-07
0.41 0.05 1.15372e-07
0.43 0.05 4.45893e-08
0.45 0.05 2.75608e-08
0.47 0.05 9.89621e-08
0.49 0.05 1.67811e-07
0.51 0.05 2.32662e-07
0.53 0.05 2.9242e-07
0.55 0.05 3.46304e-07
0.57 0.05 3.93792e-07
0.59 0.05 4.34567e-07
0.61 0.05 4.6846e-07
0.63 0.05 4.95417e-07
0.65 0.05 5.15476e-07
0.67 0.05 5.2875e-07
0.69 0.05 5.3543e-07
0.71 0.05 5.35787e-07
0.73 0.05 5.30172e-07
0.75 0.05 5.19021e-07
0.77 0.05 5.02855e-07
0.79 0.05 4.82268e-07
0.81 0.05 4.57919e-07
0.83 0.05 4.3051e-07
0.85 0.05 4.00768e-07
0.87 0.05 3.69419e-07
0.89 0.05 3.37162e-07
0.91 0.05 3.04651e-07
0.93 0.05 2.7247e-07
0.95 0.05 2.41122e-07
0.97 0.05 2.11022e-07
0.99 0.05 1.8249e-07
1.01 0.05 1.55755e-07
1.03 0.05 1.30964e-07
1.05 0.05 1.08188e-07
1.07 0.05 8.7437e-08
1.09 0.05 6.86695e-08
1.11 0.05 5.18069e-08
1.13 0.05 3.67432e-08
1.15 0.05 2.33556e-08
1.17 0.05 1.15123e-08
1.19 0.05 1.07991e-09
1.21 0.05 8.07195e-09
1.23 0.05 1.60665e-08
1.25 0.05 2.30177e-08
1.27 0.05 2.90283e-08
1.29 0.05 3.41903e-08
1.31 0.05 3.85843e-08
1.33 0.05 4.22814e-08
1.35 0.05 4.53441e-08
1.37 0.05 4.78276e-08
1.39 0.05 4.97822e-08
1.41 0.05 5.1254e-08
1.43 0.05 5.22866e-08
1.45 0.05 5.29213e-08
1.47 0.05 5.31981e-08
1.49 0.05 5.31554e-08
1.51 0.05 5.28303e-08
1.53 0.05 5.22576e-08
1.55 0.05 5.14706e-08
1.57 0.05 5.04998e-08
1.59 0.05 4.93734e-08
1.61 0.05 4.81172e-08
1.63 0.05 4.67544e-08
1.65 0.05 4.5306e-08
1.67 0.05 4.37915e-08
1.69 0.05 4.22287e-08
1.71 0.05 4.06346e-08
1.73 0.05 3.90259e-08
1.75 0.05 3.74193e-08
1.77 0.05 3.58319e-08
1.79 0.05 3.42815e-08
1.81 0.05 3.27868e-08
1.83 0.05 3.13675e-08
1.85 0.05 3.00442e-08
1.87 0.05 2.88385e-08
1.89 0.05 2.77729e-08
1.91 0.05 2.68703e-08
1.93 0.05 2.61544e-08
1.95 0.05 2.56493e-08
1.97 0.05 2.53794e-08
1.99 0.05 2.53692e-08
2.01 0.05 2.56438e-08
2.03 0.05 2.62281e-08
