1583 1121 5.57 0.419384
1874 405 36.73 0.247179
142 794 0 0.840216
1264 821 13.15 0.557294
2281 1111 69.01 0.267199
2253 1115 11.15 0.270493
874 948 3.66 0.843975
730 1204 3.32 0.935442
1591 440 4.94 0.305465
1648 717 3.59 0.386843
1165 433 3.05 0.39801
687 535 7.62 0.75375
274 1130 4.57 1.11702
