0.25  0.25  0.0253939
0.25  0.5  0.022079
0.25  0.75  0.00948906
0.5  0.25  0.0217926
0.5  0.5  0.0205684
0.5  0.75  0.00978737
0.75  0.25  0.00918389
0.75  0.5  0.00960407
0.75  0.75  0.00508075
