1583 1121 5.57 0.0624525
1874 405 36.73 0.0383266
142 794 0 0.31435
1264 821 13.15 0.0878079
2281 1111 69.01 0.0372681
2253 1115 11.15 0.0378096
874 948 3.66 0.15279
730 1204 3.32 0.193797
730 1204 23.2 0.205201
1591 440 4.94 0.0489523
1591 440 32.46 0.0491351
1648 717 3.59 0.0576309
1648 717 32.51 0.0578306
1165 433 3.05 0.0710783
1165 433 32.92 0.0722295
687 535 7.62 0.171268
687 535 36.58 0.195785
274 1130 4.57 0.366116
